case_id,council_key,year_start,period,mapped_burn_ha,mapped_burn_status,physical_flood_status,bushfire_declarations,flood_declarations,all_declarations,bushfire_agrns,flood_agrns,declaration_status,panel_direct_damage_flag,panel_damage_evidence_ids,verified_damage_amount_aud,verified_reconstruction_amount_aud,operating_disaster_grant_aud,capital_disaster_grant_aud,counter_disaster_reactive_maintenance_aud,financial_evidence,source_urls,payment_timing_caveat
bluemountains_2023,bluemountains,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,3,3,,987|1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bluemountains_2023,bluemountains,2022,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bluemountains_2023,bluemountains,2023,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,1119,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
moreeplains_2023,moreeplains,2021,prior,33.66,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
moreeplains_2023,moreeplains,2022,exposure,631.56,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,2,3,1054,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
moreeplains_2023,moreeplains,2023,target,2897.6,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1119,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bathurst_2023,bathurst,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bathurst_2023,bathurst,2022,exposure,1760.97,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,1,2,1052,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bathurst_2023,bathurst,2023,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
clarencevalley_2023,clarencevalley,2021,prior,1897.8,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
clarencevalley_2023,clarencevalley,2022,exposure,1423.97,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
clarencevalley_2023,clarencevalley,2023,target,57612.63,mapped_burn_positive,unknown_no_complete_inundation_inventory,3,1,4,1071|1075|1121,1119,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
forbes_2022,forbes,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
forbes_2022,forbes,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|992,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
forbes_2022,forbes,2022,target,216.95,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bourke_2022,bourke,2020,prior,401.32,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bourke_2022,bourke,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bourke_2022,bourke,2022,target,1192.13,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
shellharbour_2022,shellharbour,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,922|923,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
shellharbour_2022,shellharbour,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
shellharbour_2022,shellharbour,2022,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
uralla_2023,uralla,2021,prior,18.94,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
uralla_2023,uralla,2022,exposure,464.8,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
uralla_2023,uralla,2023,target,320.33,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
muswellbrook_2023,muswellbrook,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,3,3,,987|1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
muswellbrook_2023,muswellbrook,2022,exposure,106.41,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
muswellbrook_2023,muswellbrook,2023,target,2026.31,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,0,1,1091,,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
newcastle_2022,newcastle,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,922|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
newcastle_2022,newcastle,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
newcastle_2022,newcastle,2022,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
northernbeaches_2022,northernbeaches,2020,prior,94.08,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
northernbeaches_2022,northernbeaches,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,3,,1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
northernbeaches_2022,northernbeaches,2022,target,40.12,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
warrumbungle_2021,warrumbungle,2019,prior,6214.91,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,898|918,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
warrumbungle_2021,warrumbungle,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
warrumbungle_2021,warrumbungle,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
tenterfield_2021,tenterfield,2019,prior,174163.18,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,1,2,871,898,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
tenterfield_2021,tenterfield,2020,exposure,2083.06,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,943|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
tenterfield_2021,tenterfield,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bogan_2021,bogan,2019,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,916|917,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bogan_2021,bogan,2020,exposure,686.85,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bogan_2021,bogan,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bellingen_2021,bellingen,2019,prior,17265.35,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,1,2,871,898,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bellingen_2021,bellingen,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,943|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
bellingen_2021,bellingen,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
byron_2022,byron,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,943|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
byron_2022,byron,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
byron_2022,byron,2022,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
liverpoolplains_2023,liverpoolplains,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
liverpoolplains_2023,liverpoolplains,2022,exposure,960.99,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,2,3,1055,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
liverpoolplains_2023,liverpoolplains,2023,target,117.06,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
nambuccavalley_2022,nambuccavalley,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,3,3,,943|954|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
nambuccavalley_2022,nambuccavalley,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
nambuccavalley_2022,nambuccavalley,2022,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
georgesriver_2022,georgesriver,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
georgesriver_2022,georgesriver,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
georgesriver_2022,georgesriver,2022,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
dungog_2022,dungog,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
dungog_2022,dungog,2021,exposure,218.55,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
dungog_2022,dungog,2022,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
gwydir_2021,gwydir,2019,prior,18398.81,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,0,1,871,,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
gwydir_2021,gwydir,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,943|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
gwydir_2021,gwydir,2021,target,52.35,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
portmacquariehastings_2021,portmacquariehastings,2019,prior,145357.71,mapped_burn_positive,unknown_no_complete_inundation_inventory,2,1,3,871|880,898,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
portmacquariehastings_2021,portmacquariehastings,2020,exposure,796.16,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,3,3,,943|954|960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
portmacquariehastings_2021,portmacquariehastings,2021,target,118.44,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,3,3,,987|1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
balranald_2023,balranald,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
balranald_2023,balranald,2022,exposure,175.85,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
balranald_2023,balranald,2023,target,3988.69,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
northsydney_2021,northsydney,2019,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,898,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
northsydney_2021,northsydney,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
northsydney_2021,northsydney,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
wentworth_2021,wentworth,2019,prior,750.55,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
wentworth_2021,wentworth,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
wentworth_2021,wentworth,2021,target,21087.54,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
yassvalley_2023,yassvalley,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
yassvalley_2023,yassvalley,2022,exposure,2008.91,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,2,3,1066,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
yassvalley_2023,yassvalley,2023,target,221.83,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1119,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
walcha_2022,walcha,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
walcha_2022,walcha,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,987,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
walcha_2022,walcha,2022,target,273.79,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrumbidgee_2021,murrumbidgee,2019,prior,72.73,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrumbidgee_2021,murrumbidgee,2020,exposure,75.81,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
murrumbidgee_2021,murrumbidgee,2021,target,91.73,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
upperhunter_2021,upperhunter,2019,prior,20554.1,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,1,2,871,898,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
upperhunter_2021,upperhunter,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
upperhunter_2021,upperhunter,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
goulburnmulwaree_2023,goulburnmulwaree,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,3,3,,987|1001|1012,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
goulburnmulwaree_2023,goulburnmulwaree,2022,exposure,198.43,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
goulburnmulwaree_2023,goulburnmulwaree,2023,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,1127|1129,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
snowyvalleys_2023,snowyvalleys,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1001,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
snowyvalleys_2023,snowyvalleys,2022,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,1030|1034,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
snowyvalleys_2023,snowyvalleys,2023,target,640.58,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
parramatta_2023,parramatta,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
