agrn,n_lga_rows,cat_C_positive,cat_D_positive,state,event_name,disaster_start_date,hazard_type,cat_C_zero,cat_C_proportion,cat_C_pattern,cat_D_zero,cat_D_proportion,cat_D_pattern,descriptive_event_scope,distinct_C_measures_recovered_minimum,C_measure_inventory_complete,independent_funding_decision_count,usable_positive_negative_contrasts
1189,2,0,0,New South Wales,AGRN 1189 - Singleton and Muswellbrook NSW Bushfires (27 December 2024 - 18 January 2025),2024-12-27,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1190,1,0,0,New South Wales,AGRN 1190 - Yass Valley NSW Bushfire (27 December 2024 - 7 January 2025),2024-12-27,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1192,2,0,0,New South Wales,AGRN 1192 -Tamworth and Uralla NSW Bushfires (27 December 2024 - 9 January 2025),2024-12-27,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1196,1,0,0,New South Wales,AGRN 1196 - Mid-Western NSW Bushfires (27 December 2024 - 8 January 2025),2024-12-27,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1197,1,0,0,New South Wales,AGRN 1197 - Hawkesbury NSW Bushfires (5 - 16 January 2025),2025-01-05,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1170,21,0,0,New South Wales,AGRN 1170 - NSW Severe Weather and Storms from 15 January 2025,2025-01-15,Storm,21,0.0,no-C,21,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1186,1,0,0,Queensland,AGRN 1186 - Brisbane Microburst Event (16 January 2025),2025-01-16,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1176,1,0,0,Western Australia,AGRN 1176 - Marble Bar Storm in Western Australia (23 January 2025),2025-01-23,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1199,2,0,0,New South Wales,AGRN 1199 - NSW Narrabri and Gwydir Bushfire (27 January - 10 February 2025),2025-01-27,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1206,2,0,0,New South Wales,AGRN 1206 - NSW Walgett and Coonamble Bushfire (28 January -12 February 2025),2025-01-28,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1174,40,38,40,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),2025-01-29,Flood,2,0.95,mixed-C,0,1.0,all-D,Measure-specific decision scope unresolved,11,False,,0
1180,3,0,0,Victoria,AGRN 1180 - South-West Victoria Storms (2 February 2025),2025-02-02,Storm,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1187,5,0,5,Tasmania,AGRN 1187 - Tasmanian West Coast Fires (February 2025),2025-02-03,Bushfire,5,0.0,no-C,0,1.0,all-D,Measure-specific decision scope unresolved,,False,,0
1188,5,0,0,Victoria,AGRN 1188 - East Victoria Storms (commencing 7 February 2025),2025-02-07,Storm,5,0.0,no-C,5,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1200,2,0,0,New South Wales,AGRN 1200 - NSW Bega Valley and Snowy Monaro Storms (From 8 February 2025),2025-02-08,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1184,1,0,0,New South Wales,AGRN 1184 - NSW Hilltops Severe Weather (From 10 February 2025),2025-02-10,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1185,3,0,0,Western Australia,AGRN 1185 - Severe Tropical Cyclone Zelia and Associated Flooding in Western Australia (12 -16 February 2025),2025-02-12,Cyclone,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1201,3,0,0,Western Australia,AGRN 1201 - Storm in the Perth Hills Area in Western Australia (19 February 2025),2025-02-19,Storm,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1203,2,0,0,New South Wales,AGRN 1203 - NSW Warrumbungle and Narrabri Bushfire (26 February -13 March 2025),2025-02-26,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1195,18,18,18,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),2025-03-01,Cyclone,0,1.0,all-C,0,1.0,all-D,All listed LGA rows flagged; does not prove one decision,7,False,,0
1198,19,19,19,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 3 March 2025),2025-03-03,Cyclone,0,1.0,all-C,0,1.0,all-D,All listed LGA rows flagged; does not prove one decision,1,False,,0
1208,2,0,0,Western Australia,AGRN 1208 - Storms and Associated Flooding in the Great Southern Region of Western Australia (13-14 March 2025),2025-03-13,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1202,41,40,40,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),2025-03-21,Flood,1,0.975609756097561,mixed-C,1,0.975609756097561,mixed-D,Measure-specific decision scope unresolved,5,False,,0
1211,5,0,0,New South Wales,AGRN 1211 - Far West NSW Flooding (from 22 March 2025),2025-03-22,Flood,5,0.0,no-C,5,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1204,6,0,0,New South Wales,AGRN 1204 - NSW Severe Storms (from 28 March 2025),2025-03-28,Storm,6,0.0,no-C,6,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1209,1,1,1,South Australia,AGRN 1209 - SA Inland River Flooding (commencing 8 April 2025),2025-04-08,Flood,0,1.0,all-C,0,1.0,all-D,All listed LGA rows flagged; does not prove one decision,1,False,,0
1210,1,0,0,Queensland,AGRN 1210 - Lockhart River Rainfall and Flooding (9 April to 16 April 2025),2025-04-09,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1213,2,0,0,Northern Territory,AGRN 1213 - Tropical Low 30U Flooding (April 2025),2025-04-25,Flood,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1215,2,0,0,New South Wales,AGRN 1215 - NSW East Coast Storms (from 25 April 2025),2025-04-25,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1212,25,25,25,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),2025-05-18,Storm,0,1.0,all-C,0,1.0,all-D,All listed LGA rows flagged; does not prove one decision,1,False,,0
1276,1,0,0,New South Wales,AGRN 1276 - Oberon Severe Weather Event (from 24 June 2025),2025-06-24,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1217,2,0,0,New South Wales,AGRN 1217 - NSW South Coast Severe Weather (from 30 June 2025),2025-06-30,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1214,1,0,0,Victoria,AGRN 1214 - East Gippsland Floods (commencing 1 July 2025),2025-07-01,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1220,1,0,0,Western Australia,AGRN 1220 - Storm and Flooding in the Shire of Jerramungup in Western Australia (28-29 July 2025),2025-07-28,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1216,13,0,0,New South Wales,AGRN 1216 - NSW Severe Weather Event (from 31 July onwards),2025-07-31,Storm,13,0.0,no-C,13,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1238,2,0,0,New South Wales,AGRN 1238 - Wollondilly and Camden NSW Severe Weather Event (19 - 23 August 2025),2025-08-19,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1218,20,0,0,Victoria,AGRN 1218 - Victorian Storms (commencing 29 August 2025),2025-08-29,Storm,20,0.0,no-C,20,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1219,4,0,0,Victoria,AGRN 1219 - Central Victoria Storms (commencing 15 September 2025),2025-09-15,Storm,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1267,2,0,0,Queensland,AGRN 1267 - Townsville Complex Bushfire (21 September to 15 October 2025),2025-09-21,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1235,1,0,0,New South Wales,AGRN 1235 - Clarence Valley NSW Bushfire (from 25 September - 28 October 2025),2025-09-25,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1251,3,0,0,Queensland,AGRN 1251 - Darling Downs and Maranoa Bushfires (26 September - 14 October),2025-09-26,Bushfire,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1255,8,0,0,Queensland,AGRN 1255 - Central Queensland Bushfires (2-27 October 2025),2025-10-02,Bushfire,8,0.0,no-C,8,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1266,1,0,0,Queensland,AGRN 1266 - Moreton Island Bushfire (4 to 13 October 2025),2025-10-04,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1226,2,0,0,Western Australia,AGRN 1226 - Heavy Rainfall and associated flooding in the Goldfields-Esperance Region of Western Australia,2025-10-05,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1237,1,0,0,New South Wales,AGRN 1237 - Kempsey NSW Bushfire ( 6 - 9 October 2025),2025-10-06,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1268,9,0,0,Queensland,AGRN 1268 - North Queensland Savanna Bushfires (20 October to 13 November 2025),2025-10-20,Bushfire,9,0.0,no-C,9,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1236,1,0,0,New South Wales,AGRN 1236 -Tenterfield NSW Bushfire (from 23 October - 3 November 2025),2025-10-23,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1221,3,0,0,Queensland,AGRN 1221 - SEQ Severe Storms - 26 October 2025,2025-10-26,Storm,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1253,2,0,0,Queensland,AGRN 1253 - Weir River Bushfires (26 October to 7 November 2025),2025-10-26,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1244,1,0,0,New South Wales,AGRN 1244 - Mid-Western Regional NSW Bushfire (5 - 18 November 2025),2025-11-05,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1250,1,0,0,Queensland,AGRN 1250 - Red Hill Bushfire (5-11 November 2025),2025-11-05,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1245,1,0,0,New South Wales,AGRN 1245 - Dungog NSW Bushfire: from 9 November 2025,2025-11-09,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1254,2,0,0,Queensland,AGRN 1254 - Inglewood Bushfires (10 to 17 November 2025),2025-11-10,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1224,2,0,0,Queensland,AGRN 1224 - Central and Southern Queensland Storms and Flooding 15 - 18 November 2025,2025-11-15,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1246,1,0,0,New South Wales,AGRN 1246 - Lithgow NSW Bushfire (from 16 November 2025),2025-11-16,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1231,1,0,0,New South Wales,AGRN 1231 - NSW Mid Coast Bushfires (from 17 November 2025),2025-11-17,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1223,11,0,0,Northern Territory,AGRN 1223 - Tropical Cyclone Fina 02U November 2025,2025-11-19,Cyclone,11,0.0,no-C,11,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1274,1,0,0,New South Wales,AGRN 1274 - Lockhart Bushfire (23 - 30 November 2025),2025-11-23,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1225,11,0,0,Queensland,AGRN 1225 - Queensland Southern Coast Severe Storms 24-25 November 2025,2025-11-24,Storm,11,0.0,no-C,11,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1228,2,0,0,New South Wales,AGRN 1228 - Upper Hunter and Muswellbrook NSW Bushfires (from 26 November 2025),2025-11-26,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1233,2,0,0,Victoria,AGRN 1233 - South-East Victorian Storms (commencing 26 November 2025),2025-11-26,Storm,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1247,7,0,0,New South Wales,AGRN 1247 - NSW Severe Weather Event (from 26 November 2025),2025-11-26,Storm,7,0.0,no-C,7,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1252,1,0,0,New South Wales,AGRN 1252 - Parkes NSW Bushfire (from 26 November 2025),2025-11-26,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1230,2,0,0,New South Wales,AGRN 1230 - NSW Dubbo and Warrumbungle Bushfire (from 27 November 2025),2025-11-27,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1227,5,5,0,Tasmania,AGRN 1227 - Southern Tasmania Bushfires (commencing 4 December 2025),2025-12-04,Bushfire,0,1.0,all-C,5,0.0,no-D,All listed LGA rows flagged; does not prove one decision,,False,,0
1229,1,0,0,New South Wales,AGRN 1229 - NSW Central Coast Bushfire (from 6 December 2025),2025-12-06,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1232,1,0,0,New South Wales,AGRN 1232 - NSW Lake Macquarie Bushfire (from 6 December 2025),2025-12-06,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1275,1,0,0,New South Wales,AGRN 1275 - Cessnock Bushfire (8 - 28 December 2025),2025-12-08,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1234,1,0,0,Tasmania,AGRN 1234 - Break O'Day Bushfires (commencing 9 December 2025),2025-12-09,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1239,2,0,0,New South Wales,AGRN 1239 - Lithgow and Mid-Western Regional NSW Bushfires (from 9 December 2025),2025-12-09,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1240,1,1,1,New South Wales,AGRN 1240 - Bondi NSW Terrorist Attack 14 December 2025,2025-12-14,,0,1.0,all-C,0,1.0,all-D,All listed LGA rows flagged; does not prove one decision,,False,,0
1261,1,0,0,New South Wales,AGRN 1261 - Tenterfield NSW Bushfire (from 16 December 2025),2025-12-16,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1257,1,0,0,Victoria,AGRN 1257 - Goomalibee Fires (commencing 18 December 2025),2025-12-18,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1259,1,0,0,Victoria,AGRN 1259 - Charlton - Jeffcott fires (commencing 18 December 2025),2025-12-18,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1262,1,0,0,New South Wales,AGRN 1262 - Port Macquarie-Hastings NSW Bushfire (from 19 -25 December 2025),2025-12-19,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1277,1,0,0,New South Wales,AGRN 1277 - Far West Unincorporated Area NSW Severe Weather Event (from 21 - 22 December 2025),2025-12-21,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1243,65,62,62,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",2025-12-24,Flood,3,0.9538461538461539,mixed-C,3,0.9538461538461539,mixed-D,Measure-specific decision scope unresolved,4,False,,0
1241,1,0,0,Queensland,AGRN 1241 - SEQ Christmas Day Severe Storms (25 December 2025),2025-12-25,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1264,1,0,0,New South Wales,AGRN 1264 - Muswellbrook NSW Bushfire (27 December 2025 - 6 January 2026),2025-12-27,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1273,1,0,0,New South Wales,AGRN 1273 - MidCoast Bushfire (29 December 2025 - 5 January 2026),2025-12-29,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1242,29,29,29,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),2026-01-07,Bushfire,0,1.0,all-C,0,1.0,all-D,All listed LGA rows flagged; does not prove one decision,,False,,0
1256,4,0,0,Victoria,AGRN 1256 - Victorian Storms (commencing 7 January 2026),2026-01-07,Storm,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1263,2,0,0,New South Wales,AGRN 1263 - Eurobodalla and Bega Valley NSW Bushfire (from 7 January 2026),2026-01-07,Bushfire,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1260,4,0,0,New South Wales,AGRN 1260 - NSW Severe Weather Event (from 14 January 2026),2026-01-14,Storm,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1248,2,0,0,Victoria,AGRN 1248 - Wye River - Lorne Flood Event (commencing 15 January 2026),2026-01-15,Flood,2,0.0,no-C,2,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1286,3,0,0,Western Australia,AGRN 1286 - Tropical Cyclone Luana and associated heavy rainfall across the Kimberley and Pilbara regions in Western Australia (22-28 January 2026),2026-01-22,Cyclone,3,0.0,no-C,3,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1272,1,0,0,New South Wales,AGRN 1272 - MidCoast Bushfire (27 January - 21 February 2026),2026-01-27,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1279,1,0,0,New South Wales,AGRN 1279 - Port Stephens Bushfire (from 29 January - 5 February 2026),2026-01-29,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1287,1,0,0,New South Wales,AGRN 1287 - Tenterfield Bushfire (30 January - 13 February 2026),2026-01-30,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1249,1,0,0,Northern Territory,AGRN 1249 - Big Rivers Flood Event - 21U - February 2026,2026-02-03,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1283,12,0,0,Western Australia,AGRN 1283 - Tropical Cyclone Mitchell and associated Heavy Rainfall across Western Australia (4-11 February 2026),2026-02-04,Cyclone,12,0.0,no-C,12,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1282,1,0,0,New South Wales,AGRN 1282 - Carrathool Shire Bushfire (6 - 18 February 2026),2026-02-06,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1284,1,0,0,Queensland,AGRN 1284 - Southern Downs Bushfires (6 - 10 February 2026),2026-02-06,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1278,4,0,0,New South Wales,AGRN 1278 - Far West NSW Severe Weather Event (from 7 February - 13 March 2026),2026-02-07,Storm,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1285,1,0,0,Australian Capital Territory,AGRN 1285 - ACT Storm Event (7 - 8 February 2026),2026-02-07,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1258,4,0,0,Northern Territory,AGRN 1258 - Central Australia and Barkly Region Severe Weather and Floods (February 2026),2026-02-11,Flood,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1288,4,0,0,Western Australia,AGRN 1288 - Tropical Lows 25 U and 30U and associated flooding in the Kimberly Region of Western Australia (13 February - 6 March 2026),2026-02-13,Flood,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1265,11,0,0,South Australia,AGRN 1265 - Severe Weather and Flood (commencing 21 February 2026),2026-02-21,Flood,11,0.0,no-C,11,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1271,4,0,0,Victoria,AGRN 1271 - North-East Victorian Storms (commencing 22 February 2026),2026-02-22,Storm,4,0.0,no-C,4,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1270,10,0,0,Victoria,AGRN 1270 - North-West Victorian Storms (commencing 24 February 2026),2026-02-24,Flood,10,0.0,no-C,10,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1289,1,0,0,New South Wales,AGRN 1289 - Goulburn Mulwaree Severe Weather Event (from 25 February 2026),2026-02-25,Storm,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1281,1,0,0,Victoria,AGRN 1281 - Towong Flood Event (commencing 3 March 2026),2026-03-03,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1269,13,10,0,Northern Territory,AGRN 1269 - 31U Tropical Low Flood Event and 34U Tropical Cyclone Narelle (March 2026),2026-03-07,Flood,3,0.7692307692307693,mixed-C,13,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1280,8,0,5,Western Australia,AGRN 1280 - WA - Severe Tropical Cyclone Narelle and associated flooding (25 -28 March 2026),2026-03-25,Cyclone,8,0.0,no-C,3,0.625,mixed-D,Measure-specific decision scope unresolved,,False,,0
1291,1,0,0,New South Wales,AGRN 1291 - Mid-Coast Bushfires (16 - 25 April 2026),2026-04-16,Bushfire,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1290,7,0,0,Western Australia,AGRN 1290 - Severe Storm across the South West and Great Southern in Western Australia (30 May 2026 - 1 June 2026),2026-05-30,Storm,7,0.0,no-C,7,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1293,1,0,0,Queensland,AGRN 1293 - Quilpie Shire Rainfall and Flooding - 9 June to 2 July 2026,2026-06-09,Flood,1,0.0,no-C,1,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
1292,6,0,0,Victoria,AGRN 1292 - Central-East Victorian Storms (commencing 29 June 2026),2026-06-29,Storm,6,0.0,no-C,6,0.0,no-D,Measure-specific decision scope unresolved,,False,,0
