source_csv_row,Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date,recorded_any_DRFA,candidate_C_event,status,reason,verified_eligible_negative,model_ready,funding_receipt,measure_audit_ids,source_dataset,source_url
1427,Bundaberg,LGA,31820,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,0,1,1,1,C/D,1,1,Flood,2022-02-22,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1011_M01,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1428,Bundaberg,LGA,31820,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,0,1,1,1,C/D,0,0,Flood,2022-05-06,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1020_M01,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1429,Bundaberg,LGA,31820,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,0,0,Bushfire,2023-09-08,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1078_M01;1078_M02;1078_M03,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1430,Bundaberg,LGA,31820,Queensland,AGRN 1148 - Central and Southern Queensland Rainfall and Flooding (12-14 August 2024),1148,0,1,0,0,A/B,0,0,Flood,2024-08-12,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1431,Bundaberg,LGA,31820,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,1,1,1,1,C/D,0,1,Cyclone,2025-03-01,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1195_M01;1195_M02;1195_M03;1195_M04;1195_M05;1195_M06;1195_M07,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1432,Bundaberg,LGA,31820,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1433,Bundaberg,LGA,31820,Queensland,AGRN 1255 - Central Queensland Bushfires (2-27 October 2025),1255,1,1,0,0,A/B,0,0,Bushfire,2025-10-02,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1435,Burdekin,LGA,31900,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1436,Burdekin,LGA,31900,Queensland,AGRN 956 - TC Niran and associated low pressure system (25 Feb - 3 March 2021),956,0,1,0,0,A/B,0,0,Cyclone,2021-02-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1437,Burdekin,LGA,31900,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1438,Burdekin,LGA,31900,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1439,Burdekin,LGA,31900,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1440,Burdekin,LGA,31900,Queensland,AGRN 1168 - North Queensland Rainfall and Flooding (19 to 24 December 2024),1168,1,1,0,0,A/B,0,0,Flood,2024-12-19,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1441,Burdekin,LGA,31900,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1174_M01;1174_M02;1174_M03;1174_M04;1174_M05;1174_M06;1174_M07;1174_M08;1174_M09;1174_M10;1174_M11,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1442,Burdekin,LGA,31900,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,0,Flood,2025-03-21,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1202_M01;1202_M02;1202_M03;1202_M04;1202_M05,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1443,Burdekin,LGA,31900,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1445,Burke,LGA,31950,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1446,Burke,LGA,31950,Queensland,AGRN 1005 - QLD - Western Queensland Low Pressure Trough (19-24 January 2022),1005,0,1,0,0,A/B,0,0,Storm surge,2022-01-19,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1447,Burke,LGA,31950,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,1,1,1,1,C/D,1,1,Flood,2022-12-20,True,True,VERIFIED_POSITIVE,At least one named Category C geographic scope verified; not a payment,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1448,Burke,LGA,31950,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1449,Burke,LGA,31950,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,0,Flood,2025-01-29,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1174_M01;1174_M02;1174_M03;1174_M04;1174_M05;1174_M06;1174_M07;1174_M08;1174_M09;1174_M10;1174_M11,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1450,Burke,LGA,31950,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,1,Flood,2025-03-21,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1202_M01;1202_M02;1202_M03;1202_M04;1202_M05,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1451,Burke,LGA,31950,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1452,Burke,LGA,31950,Queensland,AGRN 1268 - North Queensland Savanna Bushfires (20 October to 13 November 2025),1268,1,1,0,0,A/B,0,0,Bushfire,2025-10-20,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1457,Cairns,LGA,32080,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1458,Cairns,LGA,32080,Queensland,AGRN 956 - TC Niran and associated low pressure system (25 Feb - 3 March 2021),956,0,1,0,1,C/D,0,0,Cyclone,2021-02-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1459,Cairns,LGA,32080,Queensland,AGRN 968 - Far North Queensland Low Pressure System (15-26 April 2021),968,0,1,0,0,A/B,0,0,Storm,2021-04-15,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1460,Cairns,LGA,32080,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1461,Cairns,LGA,32080,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,1,1,1,1,C/D,1,1,Cyclone,2023-12-13,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1088_M01;1088_M02;1088_M03;1088_M04;1088_M05;1088_M06,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1462,Cairns,LGA,32080,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1174_M01;1174_M02;1174_M03;1174_M04;1174_M05;1174_M06;1174_M07;1174_M08;1174_M09;1174_M10;1174_M11,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1463,Cairns,LGA,32080,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1470,Carpentaria,LGA,32250,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1471,Carpentaria,LGA,32250,Queensland,AGRN 994 - QLD - Ex Tropical Cyclone Seth (7-10 January 2022),994,0,1,1,1,C/D,0,0,Flood,2022-01-07,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,994_M01,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1472,Carpentaria,LGA,32250,Queensland,AGRN 1008 - QLD - Far North Queensland Low Pressure Trough (1-7 February 2022),1008,0,1,0,0,A/B,0,0,Storm surge,2022-02-01,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1473,Carpentaria,LGA,32250,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1474,Carpentaria,LGA,32250,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,1,1,C/D,0,1,Flood,2022-12-20,True,True,VERIFIED_POSITIVE,At least one named Category C geographic scope verified; not a payment,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1475,Carpentaria,LGA,32250,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,1,1,1,1,C/D,0,0,Cyclone,2023-12-13,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1088_M01;1088_M02;1088_M03;1088_M04;1088_M05;1088_M06,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1476,Carpentaria,LGA,32250,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1477,Carpentaria,LGA,32250,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1174_M01;1174_M02;1174_M03;1174_M04;1174_M05;1174_M06;1174_M07;1174_M08;1174_M09;1174_M10;1174_M11,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1478,Carpentaria,LGA,32250,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,1,Flood,2025-03-21,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1202_M01;1202_M02;1202_M03;1202_M04;1202_M05,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1479,Carpentaria,LGA,32250,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1480,Carpentaria,LGA,32250,Queensland,AGRN 1268 - North Queensland Savanna Bushfires (20 October to 13 November 2025),1268,1,1,0,0,A/B,0,0,Bushfire,2025-10-20,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1483,Cassowary Coast,LGA,32260,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1484,Cassowary Coast,LGA,32260,Queensland,AGRN 956 - TC Niran and associated low pressure system (25 Feb - 3 March 2021),956,0,1,0,1,C/D,0,0,Cyclone,2021-02-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1485,Cassowary Coast,LGA,32260,Queensland,AGRN 968 - Far North Queensland Low Pressure System (15-26 April 2021),968,0,1,0,0,A/B,0,0,Storm,2021-04-15,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
