council,council_key,year_start,financial_year,fiscal_source_file,fiscal_source_sheet,fiscal_excel_row,actual_maintenance_aud,required_maintenance_aud,maintenance_gap_aud,maintenance_ratio_pct,outcome_observed,outcome_quality_eligible,maintenance_conflict,cash_cover_months,current_ratio,operating_ratio_pct,own_source_pct,grants_pct,debt_service_cover,population,area_km2,road_km,road_expenditure_aud,classification,fesm_burned_ha,fesm_burned_pct_raw,fesm_extent_only_ha,fesm_min_fire_size_ha_exclusive,fesm_source_file,fesm_excel_total_row,fesm_status,boundary_change_flag,boundary_compatibility,physical_flood_status,verified_zero_all_disaster_exposure,bushfire_declared_event_count,bushfire_agrns,bushfire_declaration_status,flood_declared_event_count,flood_agrns,flood_declaration_status,all_declared_event_count,all_agrns,all_declaration_status,source_list_disagreement_count,open_ended_onset_event_count,known_prior_year_carryover_count,prior_fy_declared_event_count,declaration_vs_fesm_scope_difference,candidate_no_new_declared_event,candidate_strict_scoped_comparison,direct_infrastructure_damage_documented,direct_infrastructure_evidence_ids
Inner West,innerwest,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),61,19305000.0,24646000.0,5341000.0,78.32914063133977,True,True,False,8.05,3.72,3.24,88.83,11.169033795032169,6.61,194564,35.4,464.8,5317000.0,Metropolitan,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,287.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Inner West,innerwest,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,61,42852000.0,43883000.0,1031000.0,97.65057083608689,True,True,False,7.42,3.04,0.46,87.01,12.989999999999997,5.84,198024,35.4,464.8,18063000.0,Metropolitan,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,287.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Inner West,innerwest,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,61,38159000.0,38633000.0,474000.0,98.7730696554759,True,True,False,11.53,5.68,0.38,81.08,18.92,6.07,200811,35.4,464.8,17773000.0,Metropolitan,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,287.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,898,listed_event_onset,1,898,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
Inner West,innerwest,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,61,41875000.0,45230000.0,3355000.0,92.58235684280343,True,True,False,12.46,5.61,4.02,85.08,14.920040025470756,9.51,201880,35.4,464.8,19972000.0,Metropolitan,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,287.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,960,listed_event_onset,1,960,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
Inner West,innerwest,2021,2021-22,time-series-data-2021-22.xlsx,Councils,61,42583000.0,42282000.0,-301000.0,100.71188685492643,True,True,False,12.1327,3.8524,-3.4,82.78,17.21628943067589,6.3921,183772,35.2,466.0,20648000.0,Metropolitan,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,287.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1012,listed_event_onset,1,1012,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
Inner West,innerwest,2022,2022-23,time-series-data-2022-23.xlsx,Councils,60,52961000.0,47906000.0,-5055000.0,110.55191416524026,True,True,False,8.7176,3.0974,-0.52,85.56,14.430227801583948,9.2248,183105,35.2,466.0,19798000.0,Metropolitan,0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,344.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
Inner West,innerwest,2023,2023-24,time-series-data-2023-24.xlsx,Councils ,60,59716000.0,49532000.0,-10184000.0,120.56044577242994,True,True,False,5.8151,2.3803,-0.65,88.92,11.067721236745614,10.346,190939,35.2,466.0,24796000.0,Metropolitan,0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,344.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Inner West,innerwest,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,60,59582000.0,54778000.0,-4804000.0,108.76994413815764,True,True,False,,,,,16.33884023822838,,190939,35.2,472.0,25854000.0,Metropolitan,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,1,1170,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
Inverell,inverell,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),62,6373000.0,6776000.0,403000.0,94.0525383707202,True,True,False,26.6,11.71,18.01,63.57,36.42525188261502,18.88,16815,8597.2,2139.6200000000003,8941000.0,Large Rural,81.45,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,292.0,mapped_burn_positive,True,known_2019_2020_transfer_exclude_from_strict_comparison,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
Inverell,inverell,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,62,9458000.0,9408000.0,-50000.0,100.53146258503402,True,True,False,22.71,10.56,14.71,67.59,32.41,18.29,16844,8597.2,2102.84,8687000.0,Large Rural,9639.569999999998,1.12,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,292.0,mapped_burn_positive,True,known_2019_2020_transfer_exclude_from_strict_comparison,unknown_no_complete_inundation_inventory,False,1,843,listed_event_onset,1,833,listed_event_onset,2,833|843,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
Inverell,inverell,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,62,10997000.0,10908000.0,-89000.0,100.81591492482582,True,True,False,23.15,6.81,11.43,62.0,38.0,16.4,16890,8597.2,2311.38,10991000.0,Large Rural,8189.67,0.95,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,292.0,mapped_burn_positive,True,known_2019_2020_transfer_exclude_from_strict_comparison,unknown_no_complete_inundation_inventory,False,1,871,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,1,871,listed_event_onset,0.0,1.0,0.0,2.0,False,False,False,,
Inverell,inverell,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,62,10161000.0,10081000.0,-80000.0,100.79357206626328,True,True,False,21.65,4.08,12.91,56.94,43.04123250701507,20.05,17780,8597.2,2311.38,13468000.0,Large Rural,105.98,0.01,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,292.0,mapped_burn_positive,True,known_2019_2020_transfer_exclude_from_strict_comparison,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,943|960,listed_event_onset,2,943|960,listed_event_onset,0.0,2.0,0.0,1.0,False,False,False,,
Inverell,inverell,2021,2021-22,time-series-data-2021-22.xlsx,Councils,62,11780000.0,10517000.0,-1263000.0,112.00912807834932,True,True,False,23.1548,6.6251,5.42,51.3,48.56513281344144,16.9752,17919,9404.8,2312.9300000000003,13544000.0,Large Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,292.0,verified_zero_mapped_burn_within_source_scope,True,known_2019_2020_transfer_exclude_from_strict_comparison,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,975|987,listed_event_onset,2,975|987,listed_event_onset,0.0,2.0,0.0,2.0,False,False,False,,
Inverell,inverell,2022,2022-23,time-series-data-2022-23.xlsx,Councils,61,13815000.0,10845000.0,-2970000.0,127.38589211618256,True,True,False,29.7557,7.0206,3.43,54.06,45.69142783703894,16.2373,17966,9404.8,2312.9300000000003,13353000.0,Large Rural,1934.3,0.23,147.92,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,350.0,mapped_burn_positive,True,known_2019_2020_transfer_exclude_from_strict_comparison,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1034,listed_event_onset,1,1034,listed_event_onset,0.0,1.0,0.0,2.0,False,False,False,,
Inverell,inverell,2023,2023-24,time-series-data-2023-24.xlsx,Councils ,61,11731000.0,10867000.0,-864000.0,107.95067635962089,True,True,False,31.9756,7.2414,10.11,59.17,40.83023543990087,14.092,18080,9404.8,2318.99,13472000.0,Large Rural,22729.43,2.63,2936.76,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,350.0,mapped_burn_positive,True,known_2019_2020_transfer_exclude_from_strict_comparison,unknown_no_complete_inundation_inventory,False,2,1075|1114,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,2,1075|1114,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
Inverell,inverell,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,61,11909000.0,11629000.0,-280000.0,102.40777366927507,True,True,False,,,,,34.00822676419277,,18080,9404.8,2315.73,14026000.0,Large Rural,,,,,,,unknown_source_not_acquired,True,known_2019_2020_transfer_exclude_from_strict_comparison,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
Junee,junee,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),63,1113000.0,874600.0,-238400.0,127.25817516579008,True,True,False,4.27,1.14,2.23,59.22,40.78052503115111,2.92,6511,2030.0,877.95,3638000.0,Large Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,297.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
Junee,junee,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,63,2178000.0,536000.0,-1642000.0,406.3432835820896,True,True,False,4.97,1.51,-6.81,51.68,48.32,2.43,6631,2030.0,877.3,3310000.0,Large Rural,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,297.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Junee,junee,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,63,2901000.0,530000.0,-2371000.0,547.3584905660377,True,True,False,3.67,1.11,4.01,50.63,49.37,1.94,6683,2030.0,877.3,3455000.0,Large Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,297.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Junee,junee,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,63,3816000.0,2680000.0,-1136000.0,142.38805970149255,True,True,False,2.81,1.47,-3.33,48.98,51.02424356323999,2.23,6676,2030.0,877.3,3356000.0,Large Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,297.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Junee,junee,2021,2021-22,time-series-data-2021-22.xlsx,Councils,63,2717000.0,2666000.0,-51000.0,101.91297824456116,True,True,False,4.7297,2.58,9.3,53.78,43.720565149136576,4.4113,6450,2030.0,878.1,2661000.0,Large Rural,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,297.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1001,listed_event_onset,1,1001,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
Junee,junee,2022,2022-23,time-series-data-2022-23.xlsx,Councils,62,4380000.0,3082000.0,-1298000.0,142.11550940947436,True,True,False,9.399,2.9017,11.0,47.32,52.62745439505421,6.0872,6465,2030.0,878.1,4832000.0,Large Rural,22.49,0.01,22.49,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,356.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,1030|1034,listed_event_onset,2,1030|1034,listed_event_onset,0.0,2.0,0.0,1.0,False,False,False,,
Junee,junee,2023,2023-24,time-series-data-2023-24.xlsx,Councils ,62,4380000.0,3330000.0,-1050000.0,131.53153153153153,True,True,False,8.8748,1.9678,4.87,54.25,45.73188496275024,4.9682,6458,2030.0,873.7170000000001,5418000.0,Large Rural,102.33,0.05,102.33,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,356.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
Junee,junee,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,62,4051000.0,3330000.0,-721000.0,121.65165165165163,True,True,False,,,,,42.00398406374502,,6458,2030.0,859.6779999999999,7539000.0,Large Rural,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
Kempsey,kempsey,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),64,13136000.0,15272000.0,2136000.0,86.01361969617601,True,True,False,11.03,2.51,3.15,39.3,60.70341099018195,4.35,29534,3375.7,1221.7,15865000.0,Regional Town/City,12300.83,3.64,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,302.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,2,771|802,listed_event_onset,1,810,listed_event_onset,4,771|782|802|810,listed_event_onset,0.0,4.0,0.0,3.0,False,False,False,,
Kempsey,kempsey,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,64,17433000.0,21113000.0,3680000.0,82.56998058068488,True,True,False,11.33,2.61,-6.29,73.69,26.31,3.63,29665,3375.7,1223.5600000000002,21934000.0,Regional Town/City,1302.17,0.39,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,302.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,4.0,False,True,False,,
Kempsey,kempsey,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,64,16792000.0,19323000.0,2531000.0,86.90161983128914,True,True,False,10.55,1.69,-6.64,67.23,32.77,3.75,29745,3375.7,1254.47,16674000.0,Regional Town/City,168563.3,49.86,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,302.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,2,871|880,listed_event_onset,1,898,listed_event_onset,3,871|880|898,listed_event_onset,0.0,3.0,0.0,0.0,False,False,False,,
Kempsey,kempsey,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,64,14521000.0,15432000.0,911000.0,94.0966822187662,True,True,False,10.17,2.72,2.69,63.74,36.25784964789439,4.7,29921,3375.7,1259.25,13997000.0,Regional Town/City,258.59,0.08,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,302.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,943|960,listed_event_onset,2,943|960,listed_event_onset,0.0,2.0,0.0,3.0,False,False,False,,
Kempsey,kempsey,2021,2021-22,time-series-data-2021-22.xlsx,Councils,64,16311000.0,16901000.0,590000.0,96.50908230282232,True,True,False,13.2377,3.18,1.08,57.53,42.47470924230954,4.0411,30816,3375.7,1261.01,16691000.0,Regional Town/City,303.56,0.1,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,302.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,1012|1025,listed_event_onset,2,1012|1025,listed_event_onset,0.0,2.0,0.0,2.0,False,False,False,,
Kempsey,kempsey,2022,2022-23,time-series-data-2022-23.xlsx,Councils,63,16311000.0,17311000.0,1000000.0,94.223326208769,True,True,False,11.4068,1.5225,7.74,55.54,44.45746587618916,4.5423,31180,3375.7,1262.4000000000003,19105000.0,Regional Town/City,160.73,0.05,127.08,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,362.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
Kempsey,kempsey,2023,2023-24,time-series-data-2023-24.xlsx,Councils ,63,15616000.0,16616000.0,1000000.0,93.9817043813192,True,True,False,11.2849,2.1928,2.37,59.74,40.257662136616005,4.4022,31718,3375.7,1263.0,21123000.0,Regional Town/City,37079.41,10.95,5444.61,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,362.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,2,1071|1076,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,2,1071|1076,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
Kempsey,kempsey,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,63,17080000.0,18080000.0,1000000.0,94.46902654867256,True,True,False,,,,,36.90099858189553,,31718,3375.7,1266.09,21615000.0,Regional Town/City,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,1198|1212,listed_event_onset,2,1198|1212,listed_event_onset,0.0,2.0,0.0,2.0,False,False,False,,
Kiama,kiama,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),65,4730000.0,5019000.0,289000.0,94.24188085275952,True,True,False,9.09,2.58,-1.61,78.41,21.578426198716564,10.73,22450,257.7,274.076,2853000.0,Regional Town/City,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,307.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Kiama,kiama,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,65,5535000.0,5161000.0,-374000.0,107.24665762449138,True,True,False,12.7,1.9,-0.3,65.9,34.1,6.8,23006,257.7,268.08000000000004,2534000.0,Regional Town/City,299.64,1.16,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,307.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
Kiama,kiama,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,65,5671000.0,5671000.0,0.0,100.0,True,True,False,3.78,1.0,-13.32,69.29,34.1,0.06,23386,257.7,268.08000000000004,3317000.0,Regional Town/City,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,307.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Kiama,kiama,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,65,,,,,False,False,False,,,,,,,23685,257.7,268.08000000000004,,Regional Town/City,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,307.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,922|923,listed_event_onset,2,922|923,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
Kiama,kiama,2021,2021-22,time-series-data-2021-22.xlsx,Councils,65,5420000.0,54200000.0,48780000.0,10.0,True,False,True,8.62,0.79,-13.7,73.5,25.1,1.26,22961,257.7,268.08000000000004,6409000.0,Regional Town/City,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,307.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,1012|1025,listed_event_onset,2,1012|1025,listed_event_onset,0.0,2.0,0.0,2.0,False,False,False,,
Kiama,kiama,2022,2022-23,time-series-data-2022-23.xlsx,Councils,64,5420000.0,5420000.0,0.0,100.0,True,True,False,5.1507,0.6364,-10.01,73.15,24.43024445185092,0.1536,22964,257.7,276.55807,6464000.0,Regional Town/City,0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,368.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
Kiama,kiama,2023,2023-24,time-series-data-2023-24.xlsx,Councils ,64,5718000.0,5696000.0,-22000.0,100.38623595505618,True,True,False,6.8115,2.634,-17.57,64.41,35.481539736858885,-1.3345,23173,257.7,276.56,6759000.0,Regional Town/City,0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,368.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,3,1119|1127|1129,listed_event_onset,3,1119|1127|1129,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
Kiama,kiama,2024,2024-25,time-series-data-2024-2025.xlsx,Councils ,64,8587000.0,8587000.0,0.0,100.0,True,True,False,,,,,25.608109932237248,,23173,257.7,276.56,1379000.0,Regional Town/City,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1212,listed_event_onset,1,1212,listed_event_onset,0.0,1.0,0.0,3.0,False,False,False,,
Ku-ring-gai,kuringgai,2017,2017-18,time-series-data-2017-2018.xls,2017-18 DATA (Final),66,16368000.0,14280000.0,-2088000.0,114.6218487394958,True,True,False,16.8,3.05,4.01,76.97,23.03109582800635,13.96,124444,85.4,478.6,15388000.0,Metropolitan,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,312.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
Ku-ring-gai,kuringgai,2018,2018-19,time-series-data-2018-2019.xlsx,2018_19_Councils,66,16468000.0,14480000.0,-1988000.0,113.7292817679558,True,True,False,16.35,3.65,10.22,85.2,14.799999999999995,17.72,126046,85.4,478.6,12620000.0,Metropolitan,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,312.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
Ku-ring-gai,kuringgai,2019,2019-20,time-series-data-2019-2020.xlsx,Councils,66,17880000.0,15680000.0,-2200000.0,114.03061224489797,True,True,False,15.58,3.42,4.59,83.83,16.17,19.99,127153,85.4,479.779,12903000.0,Metropolitan,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,312.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,871,listed_event_onset,1,898,listed_event_onset,3,871|878|898,listed_event_onset,0.0,3.0,0.0,0.0,True,False,False,,
Ku-ring-gai,kuringgai,2020,2020-21,time-series-data-2020-2021.xlsx,Councils,66,16900000.0,15950000.0,-950000.0,105.95611285266456,True,True,False,15.12,2.3,5.85,82.03,17.97465912014407,30.56,127603,85.4,482.595,16903000.0,Metropolitan,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,312.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,960,listed_event_onset,1,960,listed_event_onset,0.0,1.0,0.0,3.0,False,False,False,,
