source_csv_row,council_key,agrn,event_start,capacity_financial_year,capacity_period_end,lag_days,publication_before_event_verified,operating_ratio_pct,cash_cover_months,current_ratio,own_source_pct,grants_pct,debt_service_cover,debt_service_ratio_pct,population,road_km
487,muswellbrook,1212,2025-05-18,2023-24,2024-06-30,322,False,20.18,8.13,1.7703,64.31,34.73104239618573,4.5061,9.940169901273585,16817,610.9
488,muswellbrook,1216,2025-07-31,2024-25,2025-06-30,31,False,,,,,28.07095442133073,,,16817,610.9
489,muswellbrook,1228,2025-11-26,2024-25,2025-06-30,149,False,,,,,28.07095442133073,,,16817,610.9
490,muswellbrook,1264,2025-12-27,2024-25,2025-06-30,180,False,,,,,28.07095442133073,,,16817,610.9
500,narrabri,960,2021-03-10,2019-20,2020-06-30,253,False,-4.54,9.63,3.32,56.28,40.2,8.55,2.4731830244642183,13135,2313.4700000000003
501,narrabri,987,2021-11-09,2020-21,2021-06-30,132,False,1.94,8.18,3.3,56.43,43.563983423332914,14.91,1.6386456135864818,13049,2313.4700000000003
502,narrabri,989,2021-09-30,2020-21,2021-06-30,92,False,1.94,8.18,3.3,56.43,43.563983423332914,14.91,1.6386456135864818,13049,2313.4700000000003
503,narrabri,1034,2022-09-14,2021-22,2022-06-30,76,False,4.7,11.6,3.92,60.7,38.3,19.0,0.045,12809,2313.4700000000003
504,narrabri,1053,2023-01-18,2021-22,2022-06-30,202,False,4.7,11.6,3.92,60.7,38.3,19.0,0.045,12809,2313.4700000000003
505,narrabri,1054,2023-03-01,2021-22,2022-06-30,244,False,4.7,11.6,3.92,60.7,38.3,19.0,0.045,12809,2313.4700000000003
506,narrabri,1093,2023-12-08,2022-23,2023-06-30,161,False,3.2,17.0,4.0,50.2,49.8,19.2,1.7,12721,2313.4700000000003
507,narrabri,1199,2025-01-27,2023-24,2024-06-30,211,False,5.61,16.8742,3.0677,54.44,45.56332634380925,24.6688,1.4757946586623567,12796,2339.2860000000005
508,narrabri,1203,2025-02-26,2023-24,2024-06-30,241,False,5.61,16.8742,3.0677,54.44,45.56332634380925,24.6688,1.4757946586623567,12796,2339.2860000000005
509,narrabri,1204,2025-03-28,2023-24,2024-06-30,271,False,5.61,16.8742,3.0677,54.44,45.56332634380925,24.6688,1.4757946586623567,12796,2339.2860000000005
510,narrabri,1216,2025-07-31,2024-25,2025-06-30,31,False,,,,,43.9958226901311,,,12796,2308.49
511,narrandera,1001,2022-01-05,2020-21,2021-06-30,189,False,6.16,19.67,5.03,44.46,55.52328596618607,215.52,0.1387227935900502,5858,1555.49
512,narrandera,1030,2022-08-04,2021-22,2022-06-30,35,False,0.28,18.3974,5.989,46.51,52.85615740892816,44.4118,0.5847953216374269,5731,1556.0
513,narrandera,1034,2022-09-14,2021-22,2022-06-30,76,False,0.28,18.3974,5.989,46.51,52.85615740892816,44.4118,0.5847953216374269,5731,1556.0
514,narromine,948,2021-01-02,2019-20,2020-06-30,186,False,2.28,8.23,2.86,51.97,48.03,10.16,2.964972627295189,6517,1571.7900000000002
515,narromine,960,2021-03-10,2019-20,2020-06-30,253,False,2.28,8.23,2.86,51.97,48.03,10.16,2.964972627295189,6517,1571.7900000000002
516,narromine,987,2021-11-09,2020-21,2021-06-30,132,False,10.39,3.71,3.22,46.91,52.60959051393112,8.16,4.768080231703626,6460,1571.7900000000002
517,narromine,1025,2022-06-27,2020-21,2021-06-30,362,False,10.39,3.71,3.22,46.91,52.60959051393112,8.16,4.768080231703626,6460,1571.7900000000002
518,narromine,1030,2022-08-04,2021-22,2022-06-30,35,False,-6.42,2.8779,4.592,45.97,53.12804176621538,4.5686,4.970940471997182,6448,1574.0400000000002
519,narromine,1034,2022-09-14,2021-22,2022-06-30,76,False,-6.42,2.8779,4.592,45.97,53.12804176621538,4.5686,4.970940471997182,6448,1574.0400000000002
520,narromine,1247,2025-11-26,2024-25,2025-06-30,149,False,,,,,48.4970552283587,,,6432,1559.99
521,newcastle,960,2021-03-10,2019-20,2020-06-30,253,False,2.4,5.85,2.09,86.8,13.200000000000005,5.2,4.037703808854159,165571,871.29
522,newcastle,1012,2022-02-22,2020-21,2021-06-30,237,False,-8.11,6.62,2.23,86.35,13.512100717438482,3.16,3.854193631892312,167363,864.9739999999999
523,newcastle,1025,2022-06-27,2020-21,2021-06-30,362,False,-8.11,6.62,2.23,86.35,13.512100717438482,3.16,3.854193631892312,167363,864.9739999999999
524,newcastle,1170,2025-01-15,2023-24,2024-06-30,199,False,3.18,5.9873,2.0922,84.55,15.276269322458791,7.5591,2.9338375664010625,176860,888.6899999999999
525,newcastle,1212,2025-05-18,2023-24,2024-06-30,322,False,3.18,5.9873,2.0922,84.55,15.276269322458791,7.5591,2.9338375664010625,176860,888.6899999999999
534,oberon,938,2020-08-18,2019-20,2020-06-30,49,False,-2.73,13.71,4.53,63.22,36.78,5.87,3.503966215830623,5411,972.2
535,oberon,960,2021-03-10,2019-20,2020-06-30,253,False,-2.73,13.71,4.53,63.22,36.78,5.87,3.503966215830623,5411,972.2
536,oberon,981,2021-08-22,2020-21,2021-06-30,53,False,4.07,22.83,6.67,43.54,56.45654082528534,9.96,3.1419506703510387,5419,972.2
537,oberon,987,2021-11-09,2020-21,2021-06-30,132,False,4.07,22.83,6.67,43.54,56.45654082528534,9.96,3.1419506703510387,5419,972.2
538,oberon,1025,2022-06-27,2020-21,2021-06-30,362,False,4.07,22.83,6.67,43.54,56.45654082528534,9.96,3.1419506703510387,5419,972.2
539,oberon,1034,2022-09-14,2021-22,2022-06-30,76,False,-7.62,17.516,3.317,43.75,56.248351358480605,4.5172,4.105512684722853,5564,975.5
540,oberon,1119,2024-04-01,2022-23,2023-06-30,276,False,4.54,23.8106,3.2631,39.38,60.62013135787383,8.8844,4.2387543252595155,5597,975.5
541,oberon,1276,2025-06-24,2023-24,2024-06-30,359,False,-2.46,17.2363,4.8016,46.68,53.31531018782015,7.1014,4.21677653097167,5604,975.5
542,orange,923,2020-08-05,2019-20,2020-06-30,36,False,7.47,21.39,2.39,69.81,30.19,6.59,3.88085253722156,42451,523.45
543,orange,960,2021-03-10,2019-20,2020-06-30,253,False,7.47,21.39,2.39,69.81,30.19,6.59,3.88085253722156,42451,523.45
544,orange,987,2021-11-09,2020-21,2021-06-30,132,False,4.97,21.52,2.31,65.81,33.95296960684078,4.65,5.245257847217656,42503,523.45
545,orange,1034,2022-09-14,2021-22,2022-06-30,76,False,6.52,27.773,3.1446,74.83,24.65546244424896,4.9948,5.390979692073475,43736,523.45
546,parkes,853,2019-01-05,2017-18,2018-06-30,189,False,-0.17,10.86,1.99,59.86,40.109744006553,7.48,3.6408818366276816,14906,2172.5199999999995
547,parkes,856,2019-01-22,2017-18,2018-06-30,206,False,-0.17,10.86,1.99,59.86,40.109744006553,7.48,3.6408818366276816,14906,2172.5199999999995
548,parkes,917,2020-04-03,2018-19,2019-06-30,278,False,-12.02,6.95,2.69,55.85,44.15,4.88,3.6802387181871254,14894,2174.203
549,parkes,918,2020-04-10,2018-19,2019-06-30,285,False,-12.02,6.95,2.69,55.85,44.15,4.88,3.6802387181871254,14894,2174.203
550,parkes,948,2021-01-02,2019-20,2020-06-30,186,False,4.78,6.8,2.48,59.1,40.9,9.38,3.472655032720474,14837,2175.2
551,parkes,987,2021-11-09,2020-21,2021-06-30,132,False,6.64,9.57,0.77,60.67,39.16537720655572,10.08,3.2737538795198744,14728,2179.26
552,parkes,1025,2022-06-27,2020-21,2021-06-30,362,False,6.64,9.57,0.77,60.67,39.16537720655572,10.08,3.2737538795198744,14728,2179.26
553,parkes,1034,2022-09-14,2021-22,2022-06-30,76,False,8.67,8.9184,2.6516,61.57,38.2764417597447,10.9039,3.155240561537413,14453,2179.93
554,parkes,1137,2023-11-19,2022-23,2023-06-30,142,False,1.63,7.3752,2.0097,46.36,53.424422286382814,11.2794,2.9834563977941864,14347,2192.2700000000004
555,parkes,1252,2025-11-26,2024-25,2025-06-30,149,False,,,,,49.65196528538847,,,14236,2184.35
559,penrith,960,2021-03-10,2019-20,2020-06-30,253,False,-0.24,0.71,2.45,77.37,22.629999999999995,2.66,4.686917143647894,212977,1208.614
560,penrith,1012,2022-02-22,2020-21,2021-06-30,237,False,-7.97,6.81,2.49,74.36,25.436240935743093,2.65,3.7413730475844535,216282,1211.814
561,penrith,1025,2022-06-27,2020-21,2021-06-30,362,False,-7.97,6.81,2.49,74.36,25.436240935743093,2.65,3.7413730475844535,216282,1211.814
562,penrith,1119,2024-04-01,2022-23,2023-06-30,276,False,-4.79,10.0699,5.7409,70.29,29.402290227919597,5.5082,2.980895188472351,220908,1215.22
563,portmacquariehastings,943,2020-12-10,2019-20,2020-06-30,163,False,3.45,28.31,1.43,71.68,28.319999999999993,4.83,7.297586061146856,84525,1357.8124699999998
564,portmacquariehastings,954,2021-02-19,2019-20,2020-06-30,234,False,3.45,28.31,1.43,71.68,28.319999999999993,4.83,7.297586061146856,84525,1357.8124699999998
565,portmacquariehastings,960,2021-03-10,2019-20,2020-06-30,253,False,3.45,28.31,1.43,71.68,28.319999999999993,4.83,7.297586061146856,84525,1357.8124699999998
566,portmacquariehastings,987,2021-11-09,2020-21,2021-06-30,132,False,3.99,30.35,1.3,74.54,25.463510005741973,4.69,7.083403323621577,85952,1356.57
567,portmacquariehastings,1012,2022-02-22,2020-21,2021-06-30,237,False,3.99,30.35,1.3,74.54,25.463510005741973,4.69,7.083403323621577,85952,1356.57
568,portmacquariehastings,1025,2022-06-27,2020-21,2021-06-30,362,False,3.99,30.35,1.3,74.54,25.463510005741973,4.69,7.083403323621577,85952,1356.57
569,portmacquariehastings,1047,2023-02-03,2021-22,2022-06-30,218,False,14.47,37.9154,1.6446,59.67,40.325288061384526,7.4027,5.43997405301346,86585,1364.557
570,portmacquariehastings,1076,2023-10-16,2022-23,2023-06-30,108,False,4.04,34.4454,1.3289,61.33,38.66960119728849,4.8641,6.924130171736685,88311,1403.89
571,portmacquariehastings,1198,2025-03-03,2023-24,2024-06-30,246,False,4.09,28.0533,1.6666,56.15,43.85071197952931,9.9541,3.4880090396824217,90835,1391.09
572,portmacquariehastings,1212,2025-05-18,2023-24,2024-06-30,322,False,4.09,28.0533,1.6666,56.15,43.85071197952931,9.9541,3.4880090396824217,90835,1391.09
573,portmacquariehastings,1262,2025-12-19,2024-25,2025-06-30,172,False,,,,,35.11029232266485,,,90835,1392.1999999999998
574,portstephens,795,2018-01-08,2016-17,2017-06-30,192,False,6.51,5.754099999999999,3.3120999999999996,76.57,23.291094587553697,6.350599999999999,3.1954854168371356,71118,726.94
575,portstephens,842,2018-11-22,2017-18,2018-06-30,145,False,-0.08,5.53,2.05,78.08,21.918161984730908,2.36,5.433574806405209,71736,732.5500000000001
576,portstephens,960,2021-03-10,2019-20,2020-06-30,253,False,-1.76,4.03,2.17,74.63,25.370000000000005,2.49,5.176141109418759,73481,739.15
577,portstephens,1012,2022-02-22,2020-21,2021-06-30,237,False,-0.22,5.01,2.08,71.35,28.068075556386756,3.83,3.881113382607329,74506,742.67
578,portstephens,1025,2022-06-27,2020-21,2021-06-30,362,False,-0.22,5.01,2.08,71.35,28.068075556386756,3.83,3.881113382607329,74506,742.67
579,portstephens,1090,2023-09-20,2022-23,2023-06-30,82,False,5.84,8.7718,2.2004,71.69,28.12874807620867,4.9733,4.241287594625929,76672,751.53
580,portstephens,1119,2024-04-01,2022-23,2023-06-30,276,False,5.84,8.7718,2.2004,71.69,28.12874807620867,4.9733,4.241287594625929,76672,751.53
581,portstephens,1170,2025-01-15,2023-24,2024-06-30,199,False,4.6,6.983,2.1793,71.17,28.462395273378853,5.1701,3.906320007168734,78906,758.53
582,portstephens,1212,2025-05-18,2023-24,2024-06-30,322,False,4.6,6.983,2.1793,71.17,28.462395273378853,5.1701,3.906320007168734,78906,758.53
583,portstephens,1216,2025-07-31,2024-25,2025-06-30,31,False,,,,,24.59422189520668,,,78906,744.9100000000001
584,portstephens,1279,2026-01-29,2024-25,2025-06-30,213,False,,,,,24.59422189520668,,,78906,744.9100000000001
592,randwick,1025,2022-06-27,2020-21,2021-06-30,362,False,3.07,1.56,3.98,90.17,9.676017022834394,6146.83,0.0036257281670735,156619,304.0
593,richmondvalley,823,2018-08-12,2017-18,2018-06-30,43,False,-7.31,7.81,3.08,64.04,35.76855626976215,0.93,28.27730917854324,23317,1077.48
594,richmondvalley,943,2020-12-10,2019-20,2020-06-30,163,False,-1.62,8.18,3.83,65.25,34.75,4.52,6.495089739248222,23465,1078.66
595,richmondvalley,954,2021-02-19,2019-20,2020-06-30,234,False,-1.62,8.18,3.83,65.25,34.75,4.52,6.495089739248222,23465,1078.66
596,richmondvalley,960,2021-03-10,2019-20,2020-06-30,253,False,-1.62,8.18,3.83,65.25,34.75,4.52,6.495089739248222,23465,1078.66
597,richmondvalley,987,2021-11-09,2020-21,2021-06-30,132,False,-4.1,11.31,3.42,64.26,35.268661091954826,4.26,6.634932636788562,23490,1079.08
598,richmondvalley,1012,2022-02-22,2020-21,2021-06-30,237,False,-4.1,11.31,3.42,64.26,35.268661091954826,4.26,6.634932636788562,23490,1079.08
599,richmondvalley,1034,2022-09-14,2021-22,2022-06-30,76,False,-2.8,11.4019,2.9774,47.54,52.45883935321088,4.0327,5.455260570304818,23589,1079.08
600,richmondvalley,1138,2023-12-04,2022-23,2023-06-30,157,False,4.94,12.3262,2.8489,45.2,54.17660146250828,5.106,7.391510226526342,23702,1079.08
601,richmondvalley,1198,2025-03-03,2023-24,2024-06-30,246,False,-16.63,11.0859,2.9517,49.63,49.85334572152083,2.6795,8.002288703612882,23892,1079.08
602,ryde,1012,2022-02-22,2020-21,2021-06-30,237,False,4.62,17.13,6.38,80.76,15.576929859477106,12.75,1.7606455943729389,133224,326.19
603,shellharbour,923,2020-08-05,2019-20,2020-06-30,36,False,13.8,10.73,2.13,66.71,33.290000000000006,9.37,3.0549497271803916,73233,420.34
604,shellharbour,1012,2022-02-22,2020-21,2021-06-30,237,False,14.3,10.69,1.75,66.76,33.132627380217485,11.97,2.2820197788475096,74622,434.75000000000006
605,shellharbour,1025,2022-06-27,2020-21,2021-06-30,362,False,14.3,10.69,1.75,66.76,33.132627380217485,11.97,2.2820197788475096,74622,434.75000000000006
606,shellharbour,1034,2022-09-14,2021-22,2022-06-30,76,False,16.64,12.1101,2.4693,46.21,53.577692518498225,6.08,5.206435011705605,76443,478.85
607,shellharbour,1119,2024-04-01,2022-23,2023-06-30,276,False,2.25,16.3336,4.6736,65.68,32.214246087117324,7.9834,2.7028280376865585,78332,480.22
608,shellharbour,1129,2024-06-04,2022-23,2023-06-30,340,False,2.25,16.3336,4.6736,65.68,32.214246087117324,7.9834,2.7028280376865585,78332,480.22
609,shoalhaven,818,2018-08-11,2017-18,2018-06-30,42,False,7.42,9.36,1.76,80.82,19.180025898996135,5.55,6.104711520094347,103012,1774.86
610,shoalhaven,923,2020-08-05,2019-20,2020-06-30,36,False,-7.62,7.35,1.68,81.11,18.89,2.67,7.901622395419119,105648,1786.7000000000005
611,shoalhaven,936,2020-10-20,2019-20,2020-06-30,112,False,-7.62,7.35,1.68,81.11,18.89,2.67,7.901622395419119,105648,1786.7000000000005
612,shoalhaven,960,2021-03-10,2019-20,2020-06-30,253,False,-7.62,7.35,1.68,81.11,18.89,2.67,7.901622395419119,105648,1786.7000000000005
613,shoalhaven,970,2021-05-05,2019-20,2020-06-30,309,False,-7.62,7.35,1.68,81.11,18.89,2.67,7.901622395419119,105648,1786.7000000000005
614,shoalhaven,987,2021-11-09,2020-21,2021-06-30,132,False,-3.47,7.6,1.53,82.44,17.54840288664431,3.48,7.0913563805190245,107191,1846.26
615,shoalhaven,1012,2022-02-22,2020-21,2021-06-30,237,False,-3.47,7.6,1.53,82.44,17.54840288664431,3.48,7.0913563805190245,107191,1846.26
616,shoalhaven,1025,2022-06-27,2020-21,2021-06-30,362,False,-3.47,7.6,1.53,82.44,17.54840288664431,3.48,7.0913563805190245,107191,1846.26
617,shoalhaven,1034,2022-09-14,2021-22,2022-06-30,76,False,-4.72,6.2384,1.2743,73.64,25.94457322564928,3.1029,8.313640399873966,108497,1838.818
618,shoalhaven,1086,2023-11-28,2022-23,2023-06-30,151,False,-5.32,4.9208,0.666,70.69,29.09305125647876,3.0569,8.301989829004402,109611,1841.13
619,shoalhaven,1119,2024-04-01,2022-23,2023-06-30,276,False,-5.32,4.9208,0.666,70.69,29.09305125647876,3.0569,8.301989829004402,109611,1841.13
620,shoalhaven,1129,2024-06-04,2022-23,2023-06-30,340,False,-5.32,4.9208,0.666,70.69,29.09305125647876,3.0569,8.301989829004402,109611,1841.13
621,singleton,792,2017-12-18,2016-17,2017-06-30,171,False,-1.63,21.161199999999997,2.9037,63.99,35.91487330917334,6.260800000000001,4.0894024055308265,23595,872.74
622,singleton,803,2018-01-13,2016-17,2017-06-30,197,False,-1.63,21.161199999999997,2.9037,63.99,35.91487330917334,6.260800000000001,4.0894024055308265,23595,872.74
623,singleton,867,2019-02-11,2017-18,2018-06-30,226,False,2.31,15.09,3.18,69.2,30.84556473676657,7.93,2.9666730274803585,23482,871.784
624,singleton,960,2021-03-10,2019-20,2020-06-30,253,False,5.99,20.16,4.7,70.85,29.15000000000001,7.49,3.883622312818246,23461,897.3100000000001
625,singleton,987,2021-11-09,2020-21,2021-06-30,132,False,5.21,14.13,4.09,65.12,35.094143617711985,6.16,4.279355855716626,23380,898.33
626,singleton,1012,2022-02-22,2020-21,2021-06-30,237,False,5.21,14.13,4.09,65.12,35.094143617711985,6.16,4.279355855716626,23380,898.33
627,singleton,1025,2022-06-27,2020-21,2021-06-30,362,False,5.21,14.13,4.09,65.12,35.094143617711985,6.16,4.279355855716626,23380,898.33
628,singleton,1099,2023-09-11,2022-23,2023-06-30,73,False,6.16,13.8743,4.5834,70.66,29.336158682738738,5.3339,5.505983467128234,25093,914.8000000000002
629,singleton,1140,2023-12-08,2022-23,2023-06-30,161,False,6.16,13.8743,4.5834,70.66,29.336158682738738,5.3339,5.505983467128234,25093,914.8000000000002
630,singleton,1170,2025-01-15,2023-24,2024-06-30,199,False,5.09,11.757,3.2615,63.67,36.04912513632699,5.8742,4.8533858573529,25639,916.59
631,singleton,1189,2024-12-27,2023-24,2024-06-30,180,False,5.09,11.757,3.2615,63.67,36.04912513632699,5.8742,4.8533858573529,25639,916.59
632,singleton,1191,2024-12-16,2023-24,2024-06-30,169,False,5.09,11.757,3.2615,63.67,36.04912513632699,5.8742,4.8533858573529,25639,916.59
633,singleton,1212,2025-05-18,2023-24,2024-06-30,322,False,5.09,11.757,3.2615,63.67,36.04912513632699,5.8742,4.8533858573529,25639,916.59
634,singleton,1216,2025-07-31,2024-25,2025-06-30,31,False,,,,,32.200264666960734,,,25639,915.43
653,strathfield,1012,2022-02-22,2020-21,2021-06-30,237,False,-8.71,13.21,3.32,83.48,16.52199254772164,0.0,0.0,47767,97.1
654,strathfield,1025,2022-06-27,2020-21,2021-06-30,362,False,-8.71,13.21,3.32,83.48,16.52199254772164,0.0,0.0,47767,97.1
655,sutherland,805,2018-01-20,2016-17,2017-06-30,204,False,9.25,6.103,2.3613999999999997,76.39,23.330207665422577,21.167800000000003,0.7668132131918544,226041,824.52
656,sutherland,923,2020-08-05,2019-20,2020-06-30,36,False,3.58,9.54,3.13,82.51,17.489999999999995,10.72,1.8813648034355,230611,824.55
657,sutherland,960,2021-03-10,2019-20,2020-06-30,253,False,3.58,9.54,3.13,82.51,17.489999999999995,10.72,1.8813648034355,230611,824.55
658,sutherland,1012,2022-02-22,2020-21,2021-06-30,237,False,4.23,11.62,3.75,85.19,14.71026823454286,13.28,1.7443316289852264,232369,824.55
659,sutherland,1025,2022-06-27,2020-21,2021-06-30,362,False,4.23,11.62,3.75,85.19,14.71026823454286,13.28,1.7443316289852264,232369,824.55
660,sutherland,1119,2024-04-01,2022-23,2023-06-30,276,False,5.87,12.3574,4.3233,81.65,18.34703109072375,15.5708,1.653115718100267,231839,826.4
661,sutherland,1170,2025-01-15,2023-24,2024-06-30,199,False,-1.9,12.1201,4.0873,84.91,15.06477428760852,13.3954,1.318501836548943,238614,826.4
676,temora,960,2021-03-10,2019-20,2020-06-30,253,False,1.47,8.94,3.13,56.76,43.24,20.59,1.2447589098532494,6307,1333.38
677,temora,1001,2022-01-05,2020-21,2021-06-30,189,False,0.33,9.14,3.25,53.33,45.88055405648498,14.8,1.6508493500279129,6274,1333.38
678,temora,1030,2022-08-04,2021-22,2022-06-30,35,False,4.38,10.3404,4.8986,54.69,45.29664708692842,17.4805,1.5814424781963594,6012,1332.32
679,temora,1034,2022-09-14,2021-22,2022-06-30,76,False,4.38,10.3404,4.8986,54.69,45.29664708692842,17.4805,1.5814424781963594,6012,1332.32
680,tenterfield,776,2017-09-08,2016-17,2017-06-30,70,False,15.71,12.5751,4.4667,45.28,54.71771075019335,11.7603,3.8041466123657903,6667,1689.1899999999998
681,tenterfield,864,2019-03-09,2017-18,2018-06-30,252,False,12.81,15.08,4.81,52.87,47.1311958645621,11.83,3.435464636271902,6656,1689.1899999999998
682,tenterfield,943,2020-12-10,2019-20,2020-06-30,163,False,1.14,8.77,2.17,39.63,60.37,6.49,4.565980933266432,6594,1688.4849999999997
683,tenterfield,960,2021-03-10,2019-20,2020-06-30,253,False,1.14,8.77,2.17,39.63,60.37,6.49,4.565980933266432,6594,1688.4849999999997
684,tenterfield,987,2021-11-09,2020-21,2021-06-30,132,False,1.12,7.88,2.25,31.97,68.03355476068813,6.98,4.465478841870825,6470,1688.49
685,tenterfield,1012,2022-02-22,2020-21,2021-06-30,237,False,1.12,7.88,2.25,31.97,68.03355476068813,6.98,4.465478841870825,6470,1688.49
686,tenterfield,1075,2023-10-13,2022-23,2023-06-30,105,False,16.55,15.7563,2.7339,24.08,75.92168683263901,8.3381,7.617588972633106,6879,1688.4899999999998
687,tenterfield,1114,2023-12-07,2022-23,2023-06-30,160,False,16.55,15.7563,2.7339,24.08,75.92168683263901,8.3381,7.617588972633106,6879,1688.4899999999998
688,tenterfield,1156,2024-09-02,2023-24,2024-06-30,64,False,30.269999999999996,39.824,1.9452,39.23,60.774837276376815,10.4438,7.6374590101426065,7081,1688.4899999999998
689,tenterfield,1198,2025-03-03,2023-24,2024-06-30,246,False,30.269999999999996,39.824,1.9452,39.23,60.774837276376815,10.4438,7.6374590101426065,7081,1688.4899999999998
690,tenterfield,1236,2025-10-23,2024-25,2025-06-30,115,False,,,,,59.68085490450918,,,7081,1684.69
691,tenterfield,1261,2025-12-16,2024-25,2025-06-30,169,False,,,,,59.68085490450918,,,7081,1684.69
692,tenterfield,1287,2026-01-30,2024-25,2025-06-30,214,False,,,,,59.68085490450918,,,7081,1684.69
699,tweed,943,2020-12-10,2019-20,2020-06-30,163,False,6.89,25.05,1.92,79.2,20.799999999999997,3.48,10.480006443039503,97001,1257.0
700,tweed,960,2021-03-10,2019-20,2020-06-30,253,False,6.89,25.05,1.92,79.2,20.799999999999997,3.48,10.480006443039503,97001,1257.0
701,tweed,1012,2022-02-22,2020-21,2021-06-30,237,False,6.98,23.08,0.8,74.02,25.978357816884483,1.9,19.3188860628957,98382,1252.9
702,tweed,1101,2023-12-31,2022-23,2023-06-30,184,False,9.9,22.7412,8.8706,63.76,36.164793490569295,5.7252,7.49727632844516,97969,1247.2
703,tweed,1198,2025-03-03,2023-24,2024-06-30,246,False,9.47,30.9369,5.715,61.41,38.48518000390528,5.9334,6.4750344416725625,99793,1247.35
704,upperhunter,814,2018-01-23,2016-17,2017-06-30,207,False,9.86,10.1461,2.9753,66.61,33.37869277029103,7.1722,4.15408031846388,14409,1769.4999999999998
705,upperhunter,862,2019-02-11,2017-18,2018-06-30,226,False,16.7,10.34,2.69,68.8,31.201511568999564,9.04,3.706706581846909,14265,1769.4499999999998
706,upperhunter,987,2021-11-09,2020-21,2021-06-30,132,False,-11.54,9.93,2.0,51.29,48.708056411087696,2.49,8.20020553064275,14167,1769.4499999999998
707,upperhunter,1012,2022-02-22,2020-21,2021-06-30,237,False,-11.54,9.93,2.0,51.29,48.708056411087696,2.49,8.20020553064275,14167,1769.4499999999998
708,upperhunter,1034,2022-09-14,2021-22,2022-06-30,76,False,-20.21,9.7586,1.4548,52.77,47.23342576254097,2.6834,8.098824433018285,14254,1769.4499999999998
709,upperhunter,1052,2023-03-06,2021-22,2022-06-30,249,False,-20.21,9.7586,1.4548,52.77,47.23342576254097,2.6834,8.098824433018285,14254,1769.4499999999998
710,upperhunter,1055,2023-02-17,2021-22,2022-06-30,232,False,-20.21,9.7586,1.4548,52.77,47.23342576254097,2.6834,8.098824433018285,14254,1769.4499999999998
711,upperhunter,1091,2023-10-22,2022-23,2023-06-30,114,False,-18.28,12.351,1.2557,55.63,44.36796943694855,1.9299,8.31379903109861,14293,1769.4499999999998
712,upperhunter,1131,2023-08-10,2022-23,2023-06-30,41,False,-18.28,12.351,1.2557,55.63,44.36796943694855,1.9299,8.31379903109861,14293,1769.4499999999998
713,upperhunter,1170,2025-01-15,2023-24,2024-06-30,199,False,-24.75,9.9553,0.8025,44.3,55.69572563704448,2.3175,6.9467886648307715,14408,1769.45
714,upperhunter,1212,2025-05-18,2023-24,2024-06-30,322,False,-24.75,9.9553,0.8025,44.3,55.69572563704448,2.3175,6.9467886648307715,14408,1769.45
715,upperhunter,1216,2025-07-31,2024-25,2025-06-30,31,False,,,,,68.88141164795634,,,14408,1624.31
716,upperhunter,1228,2025-11-26,2024-25,2025-06-30,149,False,,,,,68.88141164795634,,,14408,1624.31
717,upperlachlan,806,2018-01-19,2016-17,2017-06-30,203,False,16.47,19.2902,5.1418,52.13,47.70168481009289,25.5184,1.404939950147292,7841,1985.403
718,upperlachlan,923,2020-08-05,2019-20,2020-06-30,36,False,1.57,19.0,4.56,52.83,47.17,13.51,1.9292491094416817,8059,1985.4
719,upperlachlan,945,2020-11-28,2019-20,2020-06-30,151,False,1.57,19.0,4.56,52.83,47.17,13.51,1.9292491094416817,8059,1985.4
720,upperlachlan,960,2021-03-10,2019-20,2020-06-30,253,False,1.57,19.0,4.56,52.83,47.17,13.51,1.9292491094416817,8059,1985.4
721,upperlachlan,987,2021-11-09,2020-21,2021-06-30,132,False,-8.64,13.48,2.3,52.79,47.2101507591609,5.75,2.855520673301717,8274,1901.816
722,upperlachlan,992,2021-07-30,2020-21,2021-06-30,30,False,-8.64,13.48,2.3,52.79,47.2101507591609,5.75,2.855520673301717,8274,1901.816
723,upperlachlan,1001,2022-01-05,2020-21,2021-06-30,189,False,-8.64,13.48,2.3,52.79,47.2101507591609,5.75,2.855520673301717,8274,1901.816
724,upperlachlan,1025,2022-06-27,2020-21,2021-06-30,362,False,-8.64,13.48,2.3,52.79,47.2101507591609,5.75,2.855520673301717,8274,1901.816
725,upperlachlan,1034,2022-09-14,2021-22,2022-06-30,76,False,-4.58,13.2723,2.8764,44.0,55.57123992532216,10.1443,2.1805494984736153,8491,1901.8200000000004
726,upperlachlan,1056,2023-03-16,2021-22,2022-06-30,259,False,-4.58,13.2723,2.8764,44.0,55.57123992532216,10.1443,2.1805494984736153,8491,1901.8200000000004
727,upperlachlan,1066,2023-02-11,2021-22,2022-06-30,226,False,-4.58,13.2723,2.8764,44.0,55.57123992532216,10.1443,2.1805494984736153,8491,1901.8200000000004
728,upperlachlan,1119,2024-04-01,2022-23,2023-06-30,276,False,3.82,14.7648,2.0662,44.15,55.85302161084038,12.2633,3.104928730894728,8551,2011.598
729,uralla,789,2018-01-02,2016-17,2017-06-30,186,False,11.57,10.5394,2.0737,57.46,42.53555073511689,16.7442,1.886246321578465,6159,935.35
730,uralla,960,2021-03-10,2019-20,2020-06-30,253,False,-2.4,9.99,2.36,53.31,46.69,10.92,1.943573667711599,6012,923.008
