council_key,exposure_year_start,target_year_start,target_financial_year,forecast_cutoff,variable,value,reference_period_end,availability_status,ex_ante_certified,evidence,decision
newcastle,2015,2016,2016-17,2016-07-01,flood_declared,1.0,2016-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2016,2017,2017-18,2017-07-01,fesm_burned_ha,0.0,2017-06-30,ineligible_retrospective_product_postdates_historical_targets,False,"FESM report May 2022, PDF p2 and 2016-17 workbook",exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2016,2017,2017-18,2017-07-01,bushfire_declared,,2017-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2016,2017,2017-18,2017-07-01,flood_declared,,2017-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2017,2018,2018-19,2018-07-01,fesm_burned_ha,34.69,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2017,2018,2018-19,2018-07-01,bushfire_declared,0.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2017,2018,2018-19,2018-07-01,flood_declared,0.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2018,2019,2019-20,2019-07-01,fesm_burned_ha,120.98,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2018,2019,2019-20,2019-07-01,bushfire_declared,1.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2018,2019,2019-20,2019-07-01,flood_declared,0.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2019,2020,2020-21,2020-07-01,fesm_burned_ha,0.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2019,2020,2020-21,2020-07-01,bushfire_declared,0.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2019,2020,2020-21,2020-07-01,flood_declared,1.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2020,2021,2021-22,2021-07-01,fesm_burned_ha,0.0,2021-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2020,2021,2021-22,2021-07-01,bushfire_declared,0.0,2021-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2020,2021,2021-22,2021-07-01,flood_declared,1.0,2021-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2021,2022,2022-23,2022-07-01,fesm_burned_ha,0.0,2022-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2021,2022,2022-23,2022-07-01,bushfire_declared,0.0,2022-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2021,2022,2022-23,2022-07-01,flood_declared,1.0,2022-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2022,2023,2023-24,2023-07-01,fesm_burned_ha,0.0,2023-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2022,2023,2023-24,2023-07-01,bushfire_declared,0.0,2023-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2022,2023,2023-24,2023-07-01,flood_declared,0.0,2023-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2023,2024,2024-25,2024-07-01,fesm_burned_ha,0.0,2024-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2023,2024,2024-25,2024-07-01,bushfire_declared,0.0,2024-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2023,2024,2024-25,2024-07-01,flood_declared,0.0,2024-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2024,2025,2025-26,2025-07-01,fesm_burned_ha,,2025-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2024,2025,2025-26,2025-07-01,bushfire_declared,0.0,2025-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
newcastle,2024,2025,2025-26,2025-07-01,flood_declared,1.0,2025-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2012,2013,2013-14,2013-07-01,fesm_burned_ha,0.0,2013-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2012,2013,2013-14,2013-07-01,bushfire_declared,0.0,2013-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2012,2013,2013-14,2013-07-01,flood_declared,0.0,2013-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2013,2014,2014-15,2014-07-01,fesm_burned_ha,0.0,2014-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2013,2014,2014-15,2014-07-01,bushfire_declared,,2014-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2013,2014,2014-15,2014-07-01,flood_declared,,2014-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2014,2015,2015-16,2015-07-01,fesm_burned_ha,0.0,2015-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2014,2015,2015-16,2015-07-01,bushfire_declared,,2015-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2014,2015,2015-16,2015-07-01,flood_declared,,2015-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2015,2016,2016-17,2016-07-01,fesm_burned_ha,0.0,2016-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2015,2016,2016-17,2016-07-01,bushfire_declared,,2016-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2015,2016,2016-17,2016-07-01,flood_declared,,2016-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2016,2017,2017-18,2017-07-01,fesm_burned_ha,0.0,2017-06-30,ineligible_retrospective_product_postdates_historical_targets,False,"FESM report May 2022, PDF p2 and 2016-17 workbook",exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2016,2017,2017-18,2017-07-01,bushfire_declared,,2017-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2016,2017,2017-18,2017-07-01,flood_declared,,2017-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2017,2018,2018-19,2018-07-01,fesm_burned_ha,0.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2017,2018,2018-19,2018-07-01,bushfire_declared,0.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2017,2018,2018-19,2018-07-01,flood_declared,0.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2018,2019,2019-20,2019-07-01,fesm_burned_ha,0.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2018,2019,2019-20,2019-07-01,bushfire_declared,0.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2018,2019,2019-20,2019-07-01,flood_declared,0.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2019,2020,2020-21,2020-07-01,fesm_burned_ha,0.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2019,2020,2020-21,2020-07-01,bushfire_declared,0.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2019,2020,2020-21,2020-07-01,flood_declared,1.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2020,2021,2021-22,2021-07-01,fesm_burned_ha,0.0,2021-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2020,2021,2021-22,2021-07-01,bushfire_declared,0.0,2021-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2020,2021,2021-22,2021-07-01,flood_declared,0.0,2021-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2021,2022,2022-23,2022-07-01,fesm_burned_ha,0.0,2022-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2021,2022,2022-23,2022-07-01,bushfire_declared,0.0,2022-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2021,2022,2022-23,2022-07-01,flood_declared,0.0,2022-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2022,2023,2023-24,2023-07-01,fesm_burned_ha,0.0,2023-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2022,2023,2023-24,2023-07-01,bushfire_declared,0.0,2023-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2022,2023,2023-24,2023-07-01,flood_declared,0.0,2023-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2023,2024,2024-25,2024-07-01,fesm_burned_ha,0.0,2024-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2023,2024,2024-25,2024-07-01,bushfire_declared,0.0,2024-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2023,2024,2024-25,2024-07-01,flood_declared,0.0,2024-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2024,2025,2025-26,2025-07-01,fesm_burned_ha,,2025-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2024,2025,2025-26,2025-07-01,bushfire_declared,0.0,2025-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
northsydney,2024,2025,2025-26,2025-07-01,flood_declared,0.0,2025-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2012,2013,2013-14,2013-07-01,fesm_burned_ha,0.0,2013-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2012,2013,2013-14,2013-07-01,bushfire_declared,1.0,2013-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2012,2013,2013-14,2013-07-01,flood_declared,0.0,2013-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2013,2014,2014-15,2014-07-01,fesm_burned_ha,58.01613865761541,2014-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2013,2014,2014-15,2014-07-01,bushfire_declared,1.0,2014-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2013,2014,2014-15,2014-07-01,flood_declared,,2014-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2014,2015,2015-16,2015-07-01,fesm_burned_ha,0.0,2015-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2014,2015,2015-16,2015-07-01,bushfire_declared,,2015-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2014,2015,2015-16,2015-07-01,flood_declared,,2015-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2015,2016,2016-17,2016-07-01,fesm_burned_ha,0.0,2016-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2015,2016,2016-17,2016-07-01,bushfire_declared,,2016-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2015,2016,2016-17,2016-07-01,flood_declared,,2016-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2016,2017,2017-18,2017-07-01,fesm_burned_ha,0.0,2017-06-30,ineligible_retrospective_product_postdates_historical_targets,False,"FESM report May 2022, PDF p2 and 2016-17 workbook",exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2016,2017,2017-18,2017-07-01,bushfire_declared,,2017-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2016,2017,2017-18,2017-07-01,flood_declared,1.0,2017-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2017,2018,2018-19,2018-07-01,fesm_burned_ha,0.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2017,2018,2018-19,2018-07-01,bushfire_declared,0.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2017,2018,2018-19,2018-07-01,flood_declared,0.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2018,2019,2019-20,2019-07-01,fesm_burned_ha,0.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2018,2019,2019-20,2019-07-01,bushfire_declared,0.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2018,2019,2019-20,2019-07-01,flood_declared,0.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2019,2020,2020-21,2020-07-01,fesm_burned_ha,73615.28,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2019,2020,2020-21,2020-07-01,bushfire_declared,1.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2019,2020,2020-21,2020-07-01,flood_declared,1.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2020,2021,2021-22,2021-07-01,fesm_burned_ha,33.29,2021-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2020,2021,2021-22,2021-07-01,bushfire_declared,0.0,2021-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2020,2021,2021-22,2021-07-01,flood_declared,1.0,2021-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2021,2022,2022-23,2022-07-01,fesm_burned_ha,0.0,2022-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2021,2022,2022-23,2022-07-01,bushfire_declared,0.0,2022-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2021,2022,2022-23,2022-07-01,flood_declared,1.0,2022-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2022,2023,2023-24,2023-07-01,fesm_burned_ha,73.81,2023-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2022,2023,2023-24,2023-07-01,bushfire_declared,0.0,2023-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2022,2023,2023-24,2023-07-01,flood_declared,1.0,2023-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2023,2024,2024-25,2024-07-01,fesm_burned_ha,0.0,2024-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2023,2024,2024-25,2024-07-01,bushfire_declared,0.0,2024-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2023,2024,2024-25,2024-07-01,flood_declared,1.0,2024-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2024,2025,2025-26,2025-07-01,fesm_burned_ha,,2025-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2024,2025,2025-26,2025-07-01,bushfire_declared,0.0,2025-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
oberon,2024,2025,2025-26,2025-07-01,flood_declared,0.0,2025-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2012,2013,2013-14,2013-07-01,fesm_burned_ha,0.0,2013-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2012,2013,2013-14,2013-07-01,bushfire_declared,1.0,2013-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2012,2013,2013-14,2013-07-01,flood_declared,0.0,2013-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2013,2014,2014-15,2014-07-01,fesm_burned_ha,0.0,2014-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2013,2014,2014-15,2014-07-01,bushfire_declared,,2014-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2013,2014,2014-15,2014-07-01,flood_declared,,2014-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2014,2015,2015-16,2015-07-01,fesm_burned_ha,0.0,2015-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2014,2015,2015-16,2015-07-01,bushfire_declared,,2015-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2014,2015,2015-16,2015-07-01,flood_declared,,2015-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2015,2016,2016-17,2016-07-01,fesm_burned_ha,0.0,2016-06-30,ineligible_retrospective_product_postdates_historical_targets,False,FESM catalogue created February 2025; exact first historical public release not independently established,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2015,2016,2016-17,2016-07-01,bushfire_declared,,2016-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2015,2016,2016-17,2016-07-01,flood_declared,,2016-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2016,2017,2017-18,2017-07-01,fesm_burned_ha,0.0,2017-06-30,ineligible_retrospective_product_postdates_historical_targets,False,"FESM report May 2022, PDF p2 and 2016-17 workbook",exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2016,2017,2017-18,2017-07-01,bushfire_declared,,2017-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2016,2017,2017-18,2017-07-01,flood_declared,1.0,2017-06-30,unknown_announcement_and_revision_dates_not_verified,False,Annual reports recovered retrospectively; no event-level announcement date verified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2017,2018,2018-19,2018-07-01,fesm_burned_ha,0.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2017,2018,2018-19,2018-07-01,bushfire_declared,1.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2017,2018,2018-19,2018-07-01,flood_declared,0.0,2018-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2018,2019,2019-20,2019-07-01,fesm_burned_ha,0.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2018,2019,2019-20,2019-07-01,bushfire_declared,0.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2018,2019,2019-20,2019-07-01,flood_declared,1.0,2019-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2019,2020,2020-21,2020-07-01,fesm_burned_ha,0.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2019,2020,2020-21,2020-07-01,bushfire_declared,0.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
orange,2019,2020,2020-21,2020-07-01,flood_declared,0.0,2020-06-30,not_reaudited_in_this_extension,False,V1 source timing not recertified,exclude_from_claim_of_real_time_forecast_until_asof_evidence_verified
