council_key,council_name,feature,value,unit,measurement_date,publication_date,audit_date,source_id,source_url,source_locator,scope,quality_note,timing_status,confidence
QLD_toowoomba,Toowoomba Regional Council,grant_share_5yr_pct,21.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_toowoomba,Toowoomba Regional Council,operating_surplus_pct,4.25,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_toowoomba,Toowoomba Regional Council,net_financial_liabilities_pct,53.14,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_torres_strait_island,Torres Strait Island Regional Council,grant_share_5yr_pct,57.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_torres_strait_island,Torres Strait Island Regional Council,operating_surplus_pct,-112.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_torres_strait_island,Torres Strait Island Regional Council,net_financial_liabilities_pct,-39.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p56 / PDF p5,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_western_downs,Western Downs Regional Council,grant_share_5yr_pct,28.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_western_downs,Western Downs Regional Council,operating_surplus_pct,8.1,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_western_downs,Western Downs Regional Council,net_financial_liabilities_pct,-117.5,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_ipswich,Ipswich City Council,cash_and_equivalents,183955.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p96 / printed p94,"council, not consolidated group",Total cash includes restricted money; not unrestricted cash,PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,borrowings,391176.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p96 / printed p94,"council, not consolidated group","Borrowings, not net financial liabilities",PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,property_plant_equipment,2886422.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p96 / printed p94,"council, not consolidated group",Book value includes asset classes; valuation bases require harmonisation,PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,total_assets,3613521.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p96 / printed p94,"council, not consolidated group","Council scope, not consolidated group",PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,rates_levies_charges,214766.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p95 / printed p93,"council, not consolidated group",One own-source component; not all own-source revenue,PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,fees_charges,31643.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p95 / printed p93,"council, not consolidated group",Own-source component,PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,sales_revenue,3676.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p95 / printed p93,"council, not consolidated group",Own-source component,PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,grants_contributions_total,137871.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p95 / printed p93,"council, not consolidated group",Includes capital/contributed assets; do not call operating grant dependence,PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,interest_investment_revenue,2091.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p95 / printed p93,"council, not consolidated group",Own-source component,PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,employee_expenses,109509.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p95 / printed p93,"council, not consolidated group","Expense scale, not staffing FTE",PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,finance_costs,17286.0,AUD thousands,2021-06-30,,2021-10-12,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p95 / printed p93,"council, not consolidated group",Includes refinancing costs; no simple comparable debt-service ratio,PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,headcount,1290.0,people,2021-06-30,,,ipswich_ar2021_current,https://www.ipswich.qld.gov.au/files/assets/public/v/1/about-council/mayor-and-councillors/code-of-conduct/media-and-publications/corporate-publications/annual-report/documents/icc_annual-report_2020-2021.pdf,PDF p68 / printed p66,"council, not consolidated group",Headcount at 30 June 2021; not FTE,PRE_DISASTER_MEASUREMENT; original release date not certified; audit date is not publication,HIGH: annual report component; comparability not yet certified
QLD_ipswich,Ipswich City Council,population_council_reported,234614.0,people,2021-06-30,2021-09-11,,ipswich_population,https://www.ipswich.qld.gov.au/News-Articles-Folder/2021/A-town-the-size-of-Beaudesert-moves-into-Ipswich,"News article, first paragraph",council-reported annual growth estimate,Use consistent dated ABS ERP for full panel; not harmonised population coverage,PRE_2021_22_DISASTER_MEASUREMENT; application dates not recovered,HIGH for reported value
