public_record_id,funding_round,funding_stream,applicant,council_key,applicant_type,project_asset_label,application_id,project_id,source_id,source_url,source_locator,source_version_date,status,eligibility_status,label_confidence,submission_date,decision_date,amount_requested_aud,amount_approved_aud,event,asset_type,assessment_score,recommendation,bcr,quality_note,repeated_label,same_label_row_count,supplemental_source_ids
QRA2022_T1_R106,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Goldsworthy Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 106",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R107,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Hodges Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 107",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R108,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Kearneys Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 108",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R109,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Magee Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 109",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R110,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Manar Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 110",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R111,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Walkers Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 111",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R112,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Arthur Street East,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 112",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R113,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Mondure Crossing Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 113",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R114,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Noroads Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 114",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,True,2,
QRA2022_T1_R115,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Tim Dwyer Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 115",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R116,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Weeks Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 116",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R117,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Finnemores Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 117",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R118,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Greenview Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 118",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R119,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Hoggs Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 119",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R120,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Ironpot Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 120",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R121,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Jerraroads Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 121",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R122,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Kings Bridge Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 122",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R123,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Lamperoads Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 123",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R124,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Maidenwell Upper Yarraman Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 124",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R125,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Manumbar Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 125",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R126,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Noroads Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 126",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,True,2,
QRA2022_T1_R127,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Old Wondai Road (Southbound1),,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 127",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R128,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Parkers Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 128",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R129,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Pedersens Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 129",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R130,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Recreation Drive,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 130",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R131,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Smiths Road (Inverlaw),,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 131",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R132,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Trentham Lane,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 132",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R133,2022 / 2021–22 event season,D,South Burnett Regional Council,QLD_south_burnett,LOCAL_GOVERNMENT,Trouts Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 133",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R134,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Goldfields Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 134",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R135,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Talgai West Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 135",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R136,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Glen Niven Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 136",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R137,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Kital Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 137",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R138,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Connells Bridge Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 138",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R139,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Merivale Street,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 139",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R140,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Wheatvale Plains Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 140",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R141,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Azalea Street,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 141",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R142,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Charleys Gully Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 142",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R143,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Coopers Gully Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 143",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R144,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Fairbanks Lane,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 144",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R145,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Gillbaroad Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 145",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R146,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Halls Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 146",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R147,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Jensens Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 147",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R148,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Kays Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 148",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R149,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Lode Creek Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 149",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R150,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Mikkelsens Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 150",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R151,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Pierces Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 151",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R152,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Pratten - Hendon Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 152",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R153,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Warner Street,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 153",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R154,2022 / 2021–22 event season,D,Southern Downs Regional Council,QLD_southern_downs,LOCAL_GOVERNMENT,Yankee Gully Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 154",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R155,2022 / 2021–22 event season,D,Somerset Regional Council,QLD_somerset,LOCAL_GOVERNMENT,Patrick Estate Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 155",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R156,2022 / 2021–22 event season,D,Somerset Regional Council,QLD_somerset,LOCAL_GOVERNMENT,Scrub Creek Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 156",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,,,,,,UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,
QRA2022_T1_R157,2022 / 2021–22 event season,D,Scenic Rim Regional Council,QLD_scenic_rim,LOCAL_GOVERNMENT,Teviotville Road,,,qra2022,https://www.qra.qld.gov.au/betterment/2022,"Successful projects; Category D table, data row 157",2024-07-24,APPROVED_REPORTED,ACCEPTED_UNDER_PROGRAM_BY_OFFICIAL_AWARD_LIST; individual assessment file unavailable,HIGH for public award; project identity/eligibility details unresolved,2022-12,early 2023,,,"South East Queensland Rainfall and Flooding, 22 February – 5 April 2022",UNVERIFIED: retain original project/asset label,,,,Published asset/works row; not certified one application or one unique project,False,1,scenic_ar2023_attachment; scenic_drfa2024
