Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date
Murrindindi,LGA,25620,Victoria,AGRN 1218 - Victorian Storms (commencing 29 August 2025),1218,0,1,0,0,A/B,0,0,Storm,2025-08-29
Murrindindi,LGA,25620,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Murrindindi,LGA,25620,Victoria,AGRN 1271 - North-East Victorian Storms (commencing 22 February 2026),1271,0,1,0,0,A/B,0,0,Storm,2026-02-22
Murrindindi,LGA,25620,Victoria,AGRN 1292 - Central-East Victorian Storms (commencing 29 June 2026),1292,0,1,0,0,A/B,0,0,Storm,2026-06-29
Nillumbik,LGA,25710,Victoria,AGRN 942 - Central-East Victoria Storms (commencing 15 November 2020),942,1,1,0,0,A/B,0,0,Storm,2020-11-15
Nillumbik,LGA,25710,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,0,0,Flood,2021-06-09
Nillumbik,LGA,25710,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,1,C/D,0,0,Storm,2021-10-29
Nillumbik,LGA,25710,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Nillumbik,LGA,25710,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
Nillumbik,LGA,25710,Victoria,AGRN 1147 - Victorian Storms (commencing 25 August 2024),1147,1,1,0,0,A/B,0,0,Storm,2024-08-25
Nillumbik,LGA,25710,Victoria,AGRN 1219 - Central Victoria Storms (commencing 15 September 2025),1219,0,1,0,0,A/B,0,0,Storm,2025-09-15
Nillumbik,LGA,25710,Victoria,AGRN 1256 - Victorian Storms (commencing 7 January 2026),1256,1,1,0,0,A/B,0,0,Storm,2026-01-07
Nillumbik,LGA,25710,Victoria,AGRN 1292 - Central-East Victorian Storms (commencing 29 June 2026),1292,0,1,0,0,A/B,0,0,Storm,2026-06-29
Northern Grampians,LGA,25810,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,0,A/B,0,0,Storm,2021-10-29
Northern Grampians,LGA,25810,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,1,1,Flood,2022-10-06
Northern Grampians,LGA,25810,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
Northern Grampians,LGA,25810,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,1,1,0,1,C/D,0,0,"Bushfire, Storm",2024-02-13
Northern Grampians,LGA,25810,Victoria,AGRN 1166 - Western Victoria Bushfires (commencing 16 December 2024),1166,1,1,1,1,C/D,0,1,Bushfire,2024-12-16
Northern Grampians,LGA,25810,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,0,1,1,1,C/D,0,0,Bushfire,2026-01-07
Port Phillip,LGA,25900,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,0,0,Flood,2021-06-09
Port Phillip,LGA,25900,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,1,C/D,0,0,Storm,2021-10-29
Pyrenees,LGA,25990,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,0,A/B,0,0,Storm,2021-10-29
Pyrenees,LGA,25990,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,1,1,Flood,2022-10-06
Pyrenees,LGA,25990,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
Pyrenees,LGA,25990,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,1,1,0,1,C/D,0,0,"Bushfire, Storm",2024-02-13
Pyrenees,LGA,25990,Victoria,AGRN 1218 - Victorian Storms (commencing 29 August 2025),1218,0,1,0,0,A/B,0,0,Storm,2025-08-29
Pyrenees,LGA,25990,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Queenscliffe,LGA,26080,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,0,0,Flood,2021-06-09
Queenscliffe,LGA,26080,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,0,1,0,0,A/B,0,0,Storm,2021-10-29
South Gippsland,LGA,26170,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,1,1,Flood,2021-06-09
South Gippsland,LGA,26170,Victoria,AGRN 977 - Eastern Victoria Floods (commencing 3 September 2021),977,1,1,0,0,A/B,0,0,Flood,2021-09-03
South Gippsland,LGA,26170,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,1,C/D,0,0,Storm,2021-10-29
South Gippsland,LGA,26170,Victoria,AGRN 985 - South East Victorian Storms (30 September 2021),985,1,1,0,0,A/B,0,0,Storm,2021-09-30
South Gippsland,LGA,26170,Victoria,AGRN 1022 - South East Victorian Storms (commencing 6 June 2022),1022,0,1,0,0,A/B,0,0,Storm,2022-06-06
South Gippsland,LGA,26170,Victoria,AGRN 1029 - South-East Victorian Storms (Commencing 13 August 2022),1029,1,1,0,0,A/B,0,0,Storm,2022-08-13
South Gippsland,LGA,26170,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
South Gippsland,LGA,26170,Victoria,AGRN 1072 - East Victorian Floods (commencing 3 October 2023),1072,0,1,0,0,A/B,0,0,Flood,2023-10-03
South Gippsland,LGA,26170,Victoria,AGRN 1087 - Victorian Floods and Storms (commencing 28 November 2023),1087,0,1,0,0,A/B,0,0,Storm,2023-11-28
South Gippsland,LGA,26170,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
South Gippsland,LGA,26170,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,1,1,0,1,C/D,0,0,"Bushfire, Storm",2024-02-13
South Gippsland,LGA,26170,Victoria,AGRN 1142 - Eastern Victoria Storms and Floods (commencing 15 July 2024),1142,0,1,0,0,A/B,0,0,Storm,2024-07-15
South Gippsland,LGA,26170,Victoria,AGRN 1147 - Victorian Storms (commencing 25 August 2024),1147,1,1,0,0,A/B,0,0,Storm,2024-08-25
South Gippsland,LGA,26170,Victoria,AGRN 1218 - Victorian Storms (commencing 29 August 2025),1218,0,1,0,0,A/B,0,0,Storm,2025-08-29
South Gippsland,LGA,26170,Victoria,AGRN 1233 - South-East Victorian Storms (commencing 26 November 2025),1233,0,1,0,0,A/B,0,0,Storm,2025-11-26
Southern Grampians,LGA,26260,Victoria,AGRN 939 - Victoria Floods and Storms (7 October 2020 onwards),939,1,1,0,0,A/B,0,0,Storm,2020-10-07
Southern Grampians,LGA,26260,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,1,1,Flood,2022-10-06
Southern Grampians,LGA,26260,Victoria,AGRN 1166 - Western Victoria Bushfires (commencing 16 December 2024),1166,1,1,1,1,C/D,0,1,Bushfire,2024-12-16
Southern Grampians,LGA,26260,Victoria,AGRN 1218 - Victorian Storms (commencing 29 August 2025),1218,0,1,0,0,A/B,0,0,Storm,2025-08-29
Stonnington,LGA,26350,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,0,0,Flood,2021-06-09
Strathbogie,LGA,26430,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,1,1,Flood,2022-10-06
Strathbogie,LGA,26430,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
Strathbogie,LGA,26430,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,1,1,0,1,C/D,0,0,"Bushfire, Storm",2024-02-13
Strathbogie,LGA,26430,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Strathbogie,LGA,26430,Victoria,AGRN 1271 - North-East Victorian Storms (commencing 22 February 2026),1271,1,1,0,0,A/B,0,0,Storm,2026-02-22
Surf Coast,LGA,26490,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,0,A/B,0,0,Storm,2021-10-29
Surf Coast,LGA,26490,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Surf Coast,LGA,26490,Victoria,AGRN 1147 - Victorian Storms (commencing 25 August 2024),1147,1,1,0,0,A/B,0,0,Storm,2024-08-25
Surf Coast,LGA,26490,Victoria,AGRN 1180 - South-West Victoria Storms (2 February 2025),1180,1,1,0,0,A/B,0,0,Storm,2025-02-02
Surf Coast,LGA,26490,Victoria,AGRN 1218 - Victorian Storms (commencing 29 August 2025),1218,0,1,0,0,A/B,0,0,Storm,2025-08-29
Surf Coast,LGA,26490,Victoria,AGRN 1248 - Wye River - Lorne Flood Event (commencing 15 January 2026),1248,1,1,0,0,A/B,0,0,Flood,2026-01-15
Swan Hill,LGA,26610,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,1,1,Flood,2022-10-06
Towong,LGA,26670,Victoria,AGRN 1004 - VIC - Towong Floods and Storms (commencing 14 January 2022),1004,1,1,0,0,A/B,0,0,Storm,2022-01-14
Towong,LGA,26670,Victoria,AGRN 1007 - VIC - Victorian Floods and Storms (commencing 26 January 2022),1007,1,1,0,0,A/B,0,0,Flood,2022-01-26
Towong,LGA,26670,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Towong,LGA,26670,Victoria,AGRN 1188 - East Victoria Storms (commencing 7 February 2025),1188,1,1,0,0,A/B,0,0,Storm,2025-02-07
Towong,LGA,26670,Victoria,AGRN 1218 - Victorian Storms (commencing 29 August 2025),1218,0,1,0,0,A/B,0,0,Storm,2025-08-29
Towong,LGA,26670,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Towong,LGA,26670,Victoria,AGRN 1281 - Towong Flood Event (commencing 3 March 2026),1281,0,1,0,0,A/B,0,0,Flood,2026-03-03
Wangaratta,LGA,26700,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,0,0,Flood,2021-06-09
Wangaratta,LGA,26700,Victoria,AGRN 1007 - VIC - Victorian Floods and Storms (commencing 26 January 2022),1007,1,1,0,0,A/B,0,0,Flood,2022-01-26
Wangaratta,LGA,26700,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,1,1,Flood,2022-10-06
Wangaratta,LGA,26700,Victoria,AGRN 1063 - North Victorian Storms (commencing 07 June 2023),1063,0,1,0,0,A/B,0,0,Storm,2023-06-07
Wangaratta,LGA,26700,Victoria,AGRN 1072 - East Victorian Floods (commencing 3 October 2023),1072,1,1,0,0,A/B,0,0,Flood,2023-10-03
Wangaratta,LGA,26700,Victoria,AGRN 1095 - North East Victorian Storms (commencing 13 December 2023),1095,0,1,0,0,A/B,0,0,Storm,2023-12-13
Wangaratta,LGA,26700,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
Wangaratta,LGA,26700,Victoria,AGRN 1147 - Victorian Storms (commencing 25 August 2024),1147,1,1,0,0,A/B,0,0,Storm,2024-08-25
Wangaratta,LGA,26700,Victoria,AGRN 1218 - Victorian Storms (commencing 29 August 2025),1218,0,1,0,0,A/B,0,0,Storm,2025-08-29
Warrnambool,LGA,26730,Victoria,AGRN 939 - Victoria Floods and Storms (7 October 2020 onwards),939,1,1,0,0,A/B,0,0,Storm,2020-10-07
Warrnambool,LGA,26730,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Warrnambool,LGA,26730,Victoria,AGRN 1069 - Victorian Storms (commencing 8 September 2023),1069,0,1,0,0,A/B,0,0,Storm,2023-09-08
Warrnambool,LGA,26730,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
Warrnambool,LGA,26730,Victoria,AGRN 1147 - Victorian Storms (commencing 25 August 2024),1147,1,1,0,0,A/B,0,0,Storm,2024-08-25
Warrnambool,LGA,26730,Victoria,AGRN 1218 - Victorian Storms (commencing 29 August 2025),1218,0,1,0,0,A/B,0,0,Storm,2025-08-29
Wellington,LGA,26810,Victoria,AGRN 966 - Wellington Storms and Floods (commencing 23 March 2021),966,1,1,0,0,A/B,0,0,Storm,2021-03-23
Wellington,LGA,26810,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,1,1,Flood,2021-06-09
Wellington,LGA,26810,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,0,A/B,0,0,Storm,2021-10-29
Wellington,LGA,26810,Victoria,AGRN 988 - VIC - East Victorian Storms (commencing 12 November 2021,988,1,1,0,0,A/B,0,0,Storm,2021-11-12
Wellington,LGA,26810,Victoria,AGRN 999 - VIC - Victorian Earthquake (22 September 2021),999,0,1,0,0,A/B,0,0,Earthquake,2021-09-22
Wellington,LGA,26810,Victoria,AGRN 1007 - VIC - Victorian Floods and Storms (commencing 26 January 2022),1007,1,1,0,0,A/B,0,0,Flood,2022-01-26
Wellington,LGA,26810,Victoria,AGRN 1022 - South East Victorian Storms (commencing 6 June 2022),1022,0,1,0,0,A/B,0,0,Storm,2022-06-06
Wellington,LGA,26810,Victoria,AGRN 1029 - South-East Victorian Storms (Commencing 13 August 2022),1029,1,1,0,0,A/B,0,0,Storm,2022-08-13
Wellington,LGA,26810,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Wellington,LGA,26810,Victoria,AGRN 1072 - East Victorian Floods (commencing 3 October 2023),1072,1,1,0,0,A/B,0,0,Flood,2023-10-03
Wellington,LGA,26810,Victoria,AGRN 1073 - East Victorian Fires (commencing 29 September 2023),1073,1,1,0,0,A/B,0,0,Bushfire,2023-09-29
Wellington,LGA,26810,Victoria,AGRN 1087 - Victorian Floods and Storms (commencing 28 November 2023),1087,1,1,0,0,A/B,0,0,Storm,2023-11-28
Wellington,LGA,26810,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
Wellington,LGA,26810,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,1,1,0,1,C/D,0,0,"Bushfire, Storm",2024-02-13
Wellington,LGA,26810,Victoria,AGRN 1147 - Victorian Storms (commencing 25 August 2024),1147,1,1,0,0,A/B,0,0,Storm,2024-08-25
Wellington,LGA,26810,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
West Wimmera,LGA,26890,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
West Wimmera,LGA,26890,Victoria,AGRN 1166 - Western Victoria Bushfires (commencing 16 December 2024),1166,1,1,1,1,C/D,0,1,Bushfire,2024-12-16
West Wimmera,LGA,26890,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Whitehorse,LGA,26980,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,0,0,Flood,2021-06-09
Whitehorse,LGA,26980,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,1,1,0,1,C/D,0,0,"Bushfire, Storm",2024-02-13
Whittlesea,LGA,27070,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,0,0,Flood,2021-06-09
Whittlesea,LGA,27070,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,1,C/D,0,0,Storm,2021-10-29
Whittlesea,LGA,27070,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Whittlesea,LGA,27070,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Wodonga,LGA,27170,Victoria,AGRN 1004 - VIC - Towong Floods and Storms (commencing 14 January 2022),1004,1,1,0,0,A/B,0,0,Storm,2022-01-14
Wodonga,LGA,27170,Victoria,AGRN 1007 - VIC - Victorian Floods and Storms (commencing 26 January 2022),1007,1,1,0,0,A/B,0,0,Flood,2022-01-26
Wodonga,LGA,27170,Victoria,AGRN 1033 - Wodonga Floods (commencing 29 August 2022),1033,0,1,0,0,A/B,0,0,Flood,2022-08-29
Wodonga,LGA,27170,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Wodonga,LGA,27170,Victoria,AGRN 1095 - North East Victorian Storms (commencing 13 December 2023),1095,0,1,0,0,A/B,0,0,Storm,2023-12-13
Wodonga,LGA,27170,Victoria,AGRN 1188 - East Victoria Storms (commencing 7 February 2025),1188,1,1,0,0,A/B,0,0,Storm,2025-02-07
Wodonga,LGA,27170,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Wyndham,LGA,27260,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Yarra,LGA,27350,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,0,0,0,0,unknown,1,1,Flood,2022-10-06
Yarra Ranges,LGA,27450,Victoria,AGRN 942 - Central-East Victoria Storms (commencing 15 November 2020),942,1,1,0,0,A/B,0,0,Storm,2020-11-15
Yarra Ranges,LGA,27450,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,1,1,Flood,2021-06-09
Yarra Ranges,LGA,27450,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,1,C/D,0,0,Storm,2021-10-29
Yarra Ranges,LGA,27450,Victoria,AGRN 991 - VIC - South East Victorian Storms (commencing 15 October 2021),991,0,1,0,0,A/B,0,0,Storm,2021-10-15
Yarra Ranges,LGA,27450,Victoria,AGRN 1007 - VIC - Victorian Floods and Storms (commencing 26 January 2022),1007,1,1,0,0,A/B,0,0,Flood,2022-01-26
Yarra Ranges,LGA,27450,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,1,1,Flood,2022-10-06
Yarra Ranges,LGA,27450,Victoria,AGRN 1060 - North-East Victorian Storms (commencing 23 March 2023),1060,1,1,0,0,A/B,0,0,Storm,2023-03-23
Yarra Ranges,LGA,27450,Victoria,AGRN 1072 - East Victorian Floods (commencing 3 October 2023),1072,1,1,0,0,A/B,0,0,Flood,2023-10-03
Yarra Ranges,LGA,27450,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
Yarra Ranges,LGA,27450,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,1,1,0,1,C/D,0,0,"Bushfire, Storm",2024-02-13
Yarra Ranges,LGA,27450,Victoria,AGRN 1122 - Yarra Ranges Floods (commencing 01 April 2024),1122,0,1,0,0,A/B,0,0,Flood,2024-04-01
Yarra Ranges,LGA,27450,Victoria,AGRN 1142 - Eastern Victoria Storms and Floods (commencing 15 July 2024),1142,1,1,0,0,A/B,0,0,Storm,2024-07-15
Yarra Ranges,LGA,27450,Victoria,AGRN 1147 - Victorian Storms (commencing 25 August 2024),1147,1,1,0,0,A/B,0,0,Storm,2024-08-25
Yarra Ranges,LGA,27450,Victoria,AGRN 1152 - Victorian Floods and Storms (16-19 October 2024),1152,0,1,0,0,A/B,0,0,Storm,2024-10-16
Yarra Ranges,LGA,27450,Victoria,AGRN 1219 - Central Victoria Storms (commencing 15 September 2025),1219,1,1,0,0,A/B,0,0,Storm,2025-09-15
Yarra Ranges,LGA,27450,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Yarra Ranges,LGA,27450,Victoria,AGRN 1270 - North-West Victorian Storms (commencing 24 February 2026),1270,1,1,0,0,A/B,0,0,Flood,2026-02-24
Yarra Ranges,LGA,27450,Victoria,AGRN 1292 - Central-East Victorian Storms (commencing 29 June 2026),1292,1,1,0,0,A/B,0,0,Storm,2026-06-29
Yarriambiack,LGA,27630,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Yarriambiack,LGA,27630,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Unincorporated Vic,LGA,29399,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Unincorporated Vic,LGA,29399,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Allenview,SAL,30038,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Arundel,SAL,30088,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Ashmore,SAL,30093,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Barney View,SAL,30169,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Beaudesert,SAL,30193,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Beechmont,SAL,30198,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Beechmont,SAL,30198,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Benobble,SAL,30234,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Biddaddaba,SAL,30245,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Biggera Waters,SAL,30249,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Aurukun,LGA,30250,Queensland,ARGN 952 - Far North Queensland Tropical Low (24-30 January 2021),952,0,1,0,0,A/B,0,0,Flood,2021-01-24
Aurukun,LGA,30250,Queensland,AGRN 998 - QLD - Tropical Cyclone Tiffany (10-11 January 2022),998,0,1,0,0,A/B,0,0,Cyclone,2022-01-10
Aurukun,LGA,30250,Queensland,AGRN 1017 - Cape York Tropical Low and Rainfall (22-28 February 2022),1017,0,1,0,0,A/B,0,0,Storm surge,2022-02-22
Aurukun,LGA,30250,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20
Aurukun,LGA,30250,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,1,1,1,1,C/D,0,0,Cyclone,2023-12-13
Aurukun,LGA,30250,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,0,Flood,2025-01-29
Aurukun,LGA,30250,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24
Binna Burra (Qld),SAL,30258,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Bli Bli,SAL,30287,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Balonne,LGA,30300,Queensland,AGRN 961 - Southern Queensland Severe Weather (20-31 March 2021),961,0,1,0,0,A/B,0,0,Flood,2021-03-20
Balonne,LGA,30300,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,1,Flood,2021-11-10
Balonne,LGA,30300,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,0,1,1,1,C/D,1,1,Flood,2022-02-22
Balonne,LGA,30300,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,0,1,1,1,C/D,0,0,Flood,2022-05-06
Balonne,LGA,30300,Queensland,AGRN 1040 - Southern Queensland Severe Weather (October - November 2022),1040,0,1,0,0,A/B,0,0,Storm,2022-10-18
Balonne,LGA,30300,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,0,0,Bushfire,2023-09-08
Balonne,LGA,30300,Queensland,AGRN 1097 - Queensland low pressure trough (20 November - 1 December 2023),1097,1,1,0,0,A/B,0,0,Flood,2023-11-20
Balonne,LGA,30300,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Balonne,LGA,30300,Queensland,AGRN 1126 - QLD - Western Queensland Rainfall and Flooding (22 March - 20 April 2024),1126,1,1,0,0,A/B,0,0,Flood,2024-03-22
Balonne,LGA,30300,Queensland,AGRN 1153 - Dirranbandi Bushfires (5 - 10 November 2024),1153,1,1,0,0,A/B,0,0,Bushfire,2024-11-05
Balonne,LGA,30300,Queensland,AGRN 1164 - Southwest Queensland Flooding and Rainfall (21 November to 10 December 2024),1164,1,1,0,0,A/B,0,0,Flood,2024-11-21
Balonne,LGA,30300,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,1,Flood,2025-03-21
