council_key,council_name,event_year,fesm_burned_ha__event,bushfire_declared__event,flood_declared__event,fesm_status__event,fesm_min_fire_size_ha_exclusive__event,fesm_sensor__event,bushfire_declaration_status__event,flood_declaration_status__event,year_start__prior,operating_ratio_pct__prior,cash_cover_months__prior,current_ratio__prior,own_source_pct__prior,debt_service_cover__prior,maintenance_ratio_pct__prior,population__prior,road_km__prior,reporting_months__prior,cash_definition_status__prior,maintenance_conflict__prior,operating_definition_regime__prior,year_start__future,operating_ratio_pct__future,cash_cover_months__future,maintenance_ratio_pct__future,reporting_months__future,maintenance_conflict__future,operating_definition_regime__future,prior_year,target_year
kempsey,Kempsey,2019,168563.3,1.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2018.0,-6.29,11.33,2.61,73.69,3.63,82.56998058068488,29665.0,1223.5600000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,2.69,10.17,94.0966822187662,12.0,False,AASB15/1058 and lease regime,2018,2020
kempsey,Kempsey,2020,258.59,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,-6.64,10.55,1.69,67.23,3.75,86.90161983128914,29745.0,1254.47,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,1.08,13.2377,96.50908230282232,12.0,False,AASB15/1058 and lease regime,2019,2021
kempsey,Kempsey,2021,303.56,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,2.69,10.17,2.72,63.74,4.7,94.0966822187662,29921.0,1259.25,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,7.74,11.4068,94.223326208769,12.0,False,AASB15/1058 and lease regime,2020,2022
kempsey,Kempsey,2022,160.73,0.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2021.0,1.08,13.2377,3.18,57.53,4.0411,96.50908230282232,30816.0,1261.01,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,2.37,11.2849,93.9817043813192,12.0,False,AASB15/1058 and lease regime,2021,2023
kempsey,Kempsey,2023,37079.41,1.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2022.0,7.74,11.4068,1.5225,55.54,4.5423,94.223326208769,31180.0,1262.4000000000003,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,94.46902654867256,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
kempsey,Kempsey,2024,,0.0,1.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2023.0,2.37,11.2849,2.1928,59.74,4.4022,93.9817043813192,31718.0,1263.0,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
kiama,Kiama,2012,0.0,1.0,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_in_complete_published_list,observed_positive_in_complete_published_list,,,,,,,,,,,,,,2013.0,-5.79,9.6911,94.575,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
kiama,Kiama,2013,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2012.0,1.48,,4.01,60.150000000000006,7.4461,121.27296027338744,20827.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,-5.27,10.3392,98.05,12.0,False,Pre-AASB15/1058,2012,2014
kiama,Kiama,2014,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2013.0,-5.79,9.6911,4.3953,76.19,4.7779,94.575,21047.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,2.61,8.66,101.80627681192142,12.0,False,Pre-AASB15/1058,2013,2015
kiama,Kiama,2015,0.0,,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2014.0,-5.27,10.3392,3.941,77.75,4.9533,98.05,21314.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,4.43,10.7106,95.8593569280592,12.0,False,Pre-AASB15/1058,2014,2016
kiama,Kiama,2016,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2015.0,2.61,8.66,4.73,59.83,4.85,101.80627681192142,21505.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,-1.61,9.09,94.24188085275952,12.0,False,Pre-AASB15/1058,2015,2017
kiama,Kiama,2017,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2016.0,4.43,10.7106,3.8621,60.43,8.6802,95.8593569280592,22044.0,275.572,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,-0.3,12.7,107.24665762449138,12.0,False,Pre-AASB15/1058,2016,2018
kiama,Kiama,2018,299.64,0.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2017.0,-1.61,9.09,2.58,78.41,10.73,94.24188085275952,22450.0,274.076,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,-13.32,3.78,100.0,12.0,False,AASB15/1058 and lease regime,2017,2019
kiama,Kiama,2019,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2018.0,-0.3,12.7,1.9,65.9,6.8,107.24665762449138,23006.0,268.08000000000004,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,,,,12.0,False,AASB15/1058 and lease regime,2018,2020
kiama,Kiama,2020,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,-13.32,3.78,1.0,69.29,0.06,100.0,23386.0,268.08000000000004,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,-13.7,8.62,,12.0,True,AASB15/1058 and lease regime,2019,2021
kiama,Kiama,2021,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,,,,,,,23685.0,268.08000000000004,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,-10.01,5.1507,100.0,12.0,False,AASB15/1058 and lease regime,2020,2022
kiama,Kiama,2022,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2021.0,-13.7,8.62,0.79,73.5,1.26,,22961.0,268.08000000000004,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",True,AASB15/1058 and lease regime,2023.0,-17.57,6.8115,100.38623595505618,12.0,False,AASB15/1058 and lease regime,2021,2023
kiama,Kiama,2023,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2022.0,-10.01,5.1507,0.6364,73.15,0.1536,100.0,22964.0,276.55807,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,100.0,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
kiama,Kiama,2024,,0.0,1.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2023.0,-17.57,6.8115,2.634,64.41,-1.3345,100.38623595505618,23173.0,276.56,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
kuringgai,Ku-ring-gai,2012,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,no_listed_event_in_complete_published_list_not_physical_zero,no_listed_event_in_complete_published_list_not_physical_zero,,,,,,,,,,,,,,2013.0,1.5599999999999998,8.0142,94.69268095430652,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
kuringgai,Ku-ring-gai,2013,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2012.0,4.63,,2.0353,72.87,10.2785,81.17630445527078,116527.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,0.51,6.0784,101.22140187767752,12.0,False,Pre-AASB15/1058,2012,2014
kuringgai,Ku-ring-gai,2014,0.0,,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2013.0,1.5599999999999998,8.0142,2.8769,84.72,4.8247,94.69268095430652,119027.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,5.98,10.51,107.44092233009708,12.0,False,Pre-AASB15/1058,2013,2015
kuringgai,Ku-ring-gai,2015,0.0,,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2014.0,0.51,6.0784,2.5024,86.0,1.0873,101.22140187767752,120978.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,8.97,13.890899999999998,103.6470588235294,12.0,False,Pre-AASB15/1058,2014,2016
kuringgai,Ku-ring-gai,2016,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2015.0,5.98,10.51,2.58,72.15,6.58,107.44092233009708,122859.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,4.01,16.8,114.6218487394958,12.0,False,Pre-AASB15/1058,2015,2017
kuringgai,Ku-ring-gai,2017,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2016.0,8.97,13.890899999999998,3.2100999999999997,82.42,13.4575,103.6470588235294,123143.0,477.7,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,10.22,16.35,113.7292817679558,12.0,False,Pre-AASB15/1058,2016,2018
kuringgai,Ku-ring-gai,2018,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2017.0,4.01,16.8,3.05,76.97,13.96,114.6218487394958,124444.0,478.6,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,4.59,15.58,114.03061224489797,12.0,False,AASB15/1058 and lease regime,2017,2019
kuringgai,Ku-ring-gai,2019,0.0,1.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2018.0,10.22,16.35,3.65,85.2,17.72,113.7292817679558,126046.0,478.6,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,5.85,15.12,105.95611285266456,12.0,False,AASB15/1058 and lease regime,2018,2020
kuringgai,Ku-ring-gai,2020,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,4.59,15.58,3.42,83.83,19.99,114.03061224489797,127153.0,479.779,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,4.9,16.0224,95.28384279475982,12.0,False,AASB15/1058 and lease regime,2019,2021
kuringgai,Ku-ring-gai,2021,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,5.85,15.12,2.3,82.03,30.56,105.95611285266456,127603.0,482.595,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,7.85,13.4748,91.42212189616252,12.0,False,AASB15/1058 and lease regime,2020,2022
kuringgai,Ku-ring-gai,2022,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2021.0,4.9,16.0224,2.8119,82.7,26.2873,95.28384279475982,124659.0,482.6,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,1.65,12.5565,91.94236926360726,12.0,False,AASB15/1058 and lease regime,2021,2023
kuringgai,Ku-ring-gai,2023,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2022.0,7.85,13.4748,3.3534,80.87,7.162,91.42212189616252,124172.0,482.194,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,89.93103448275862,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
kuringgai,Ku-ring-gai,2024,,0.0,0.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2023.0,1.65,12.5565,4.0021,82.86,6.4947,91.94236926360726,128362.0,482.19000000000005,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
kyogle,Kyogle,2012,0.0,1.0,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_in_complete_published_list,observed_positive_in_complete_published_list,,,,,,,,,,,,,,2013.0,-26.94,11.5048,99.42426926483614,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
kyogle,Kyogle,2013,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2012.0,-19.39,,11.1149,53.04,21.75,55.58667452830189,9525.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,-7.44,15.6286,99.80595084087967,12.0,False,Pre-AASB15/1058,2012,2014
kyogle,Kyogle,2014,389.38778490440785,,1.0,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2013.0,-26.94,11.5048,12.82,66.3,18.1524,99.42426926483614,9538.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,4.46,16.15,103.02445572381392,12.0,False,Pre-AASB15/1058,2013,2015
kyogle,Kyogle,2015,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2014.0,-7.44,15.6286,8.898200000000001,63.22,15.8081,99.80595084087967,9531.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,17.19,17.2192,100.46919624643004,12.0,False,Pre-AASB15/1058,2014,2016
kyogle,Kyogle,2016,625.6836636900285,,1.0,observed_positive_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2015.0,4.46,16.15,8.93,52.15,19.34,103.02445572381392,9537.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,8.75,11.12,95.8196140540991,12.0,False,Pre-AASB15/1058,2015,2017
kyogle,Kyogle,2017,2040.86,0.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2016.0,17.19,17.2192,6.317200000000001,49.56,27.8797,100.46919624643004,9072.0,1217.3299999999997,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,8.55,9.73,109.26524020993136,12.0,False,Pre-AASB15/1058,2016,2018
kyogle,Kyogle,2018,1703.65,1.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2017.0,8.75,11.12,5.63,52.91,21.21,95.8196140540991,8979.0,1217.33,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,11.88,10.78,102.52606255012029,12.0,False,AASB15/1058 and lease regime,2017,2019
kyogle,Kyogle,2019,21151.76,1.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2018.0,8.55,9.73,3.76,56.77,24.94,109.26524020993136,8870.0,1211.2300000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,7.05,9.18,112.50746863174666,12.0,False,AASB15/1058 and lease regime,2018,2020
kyogle,Kyogle,2020,510.91,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,11.88,10.78,5.95,48.67,16.55,102.52606255012029,8796.0,1211.2300000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,28.9,19.199,101.78992918961448,12.0,False,AASB15/1058 and lease regime,2019,2021
kyogle,Kyogle,2021,149.48,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,7.05,9.18,5.2,44.07,10.27,112.50746863174666,8788.0,1206.5300000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,14.26,19.3004,92.05516705516706,12.0,False,AASB15/1058 and lease regime,2020,2022
kyogle,Kyogle,2022,189.24,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2021.0,28.9,19.199,14.7007,34.48,13.3857,101.78992918961448,9344.0,1206.5300000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,14.99,19.3341,104.72604029373,12.0,False,AASB15/1058 and lease regime,2021,2023
kyogle,Kyogle,2023,4115.660000000001,1.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2022.0,14.26,19.3004,5.3664,20.57,7.5318,92.05516705516706,9453.0,1206.5300000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,129.61067446536282,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
kyogle,Kyogle,2024,,0.0,1.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2023.0,14.99,19.3341,4.7836,30.59,8.2484,104.72604029373,9582.0,1199.5890000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
lakemacquarie,Lake Macquarie,2012,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,no_listed_event_in_complete_published_list_not_physical_zero,no_listed_event_in_complete_published_list_not_physical_zero,,,,,,,,,,,,,,2013.0,1.63,10.0719,95.27038577696734,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
lakemacquarie,Lake Macquarie,2013,1806.223809105203,1.0,,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_partial_inventory_count_lower_bound,unknown_incomplete_inventory_no_positive_record,2012.0,0.29,,2.934,64.53999999999999,5.7892,92.68559615735391,198348.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,0.59,10.5642,95.7210593269342,12.0,False,Pre-AASB15/1058,2012,2014
lakemacquarie,Lake Macquarie,2014,0.0,,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2013.0,1.63,10.0719,2.063,70.21,6.2754,95.27038577696734,200796.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,4.18,10.0,105.3460178481226,12.0,False,Pre-AASB15/1058,2013,2015
lakemacquarie,Lake Macquarie,2015,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2014.0,0.59,10.5642,1.9912,67.3,5.9563999999999995,95.7210593269342,202676.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,8.98,10.922,92.23888314374354,12.0,False,Pre-AASB15/1058,2014,2016
lakemacquarie,Lake Macquarie,2016,388.6127800495347,,,observed_positive_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2015.0,4.18,10.0,2.67,63.31,7.44,105.3460178481226,204166.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,5.56,8.74,92.70923529848346,12.0,False,Pre-AASB15/1058,2015,2017
lakemacquarie,Lake Macquarie,2017,666.25,0.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2016.0,8.98,10.922,2.9005,65.64,9.8805,92.23888314374354,202847.0,1354.6699999999998,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,-0.27,8.2,93.2177402989786,12.0,False,Pre-AASB15/1058,2016,2018
lakemacquarie,Lake Macquarie,2018,401.63,0.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2017.0,5.56,8.74,2.75,68.32,8.52,92.70923529848346,203376.0,1366.6299999999997,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,-2.5,10.15,96.02050306031964,12.0,False,AASB15/1058 and lease regime,2017,2019
lakemacquarie,Lake Macquarie,2019,1795.67,1.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2018.0,-0.27,8.2,4.9,75.85,6.51,93.2177402989786,204914.0,1380.1,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,0.99,11.5,87.05118961788031,12.0,False,AASB15/1058 and lease regime,2018,2020
lakemacquarie,Lake Macquarie,2020,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,-2.5,10.15,4.26,71.41,5.09,96.02050306031964,205901.0,1385.2299999999998,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,1.96,12.9205,87.40342962090511,12.0,False,AASB15/1058 and lease regime,2019,2021
lakemacquarie,Lake Macquarie,2021,45.3,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,0.99,11.5,4.14,72.58,6.23,87.05118961788031,207775.0,1393.41,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,3.97,12.3516,88.06027449851233,12.0,False,AASB15/1058 and lease regime,2020,2022
lakemacquarie,Lake Macquarie,2022,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2021.0,1.96,12.9205,5.9047,69.64,6.1395,87.40342962090511,213967.0,1401.4779999999998,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,0.6,11.9251,85.77539209930387,12.0,False,AASB15/1058 and lease regime,2021,2023
lakemacquarie,Lake Macquarie,2023,207.94,1.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2022.0,3.97,12.3516,3.9489,69.57,5.0336,88.06027449851233,216603.0,1447.986,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,76.67732543952319,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
lakemacquarie,Lake Macquarie,2024,,0.0,1.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2023.0,0.6,11.9251,4.3378,59.88,3.6433,85.77539209930387,221859.0,1451.1399999999996,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
