agrn,source_fy,lga_raw,council,source_url,repair_note,out_of_scope,extension_note
1012,2021-22,Shoalhaven,Shoalhaven,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Singleton,Singleton,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Snowy Monaro,Snowy Monaro Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Strathfield,Strathfield,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Sutherland,Sutherland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Tenterfield,Tenterfield,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,The Hills,The Hills,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Tweed,Tweed,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Upper Hunter,Upper Hunter,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Waverley,Waverley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Wingecarribee,Wingecarribee,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Willoughby,Willoughby,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Wollondilly,Wollondilly,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Wollongong,Wollongong,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Albury,Albury,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Berrigan,Berrigan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Bland Shire,Bland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Blayney Shire,Blayney,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Central Darling Shire,Central Darling,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Cootamundra Gundagai Shire,Cootamundra-Gundagai Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Edward River,Edward River,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Federation Shire,Federation,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Goulburn Mulwaree,Goulburn Mulwaree,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Greater Hume Shire,Greater Hume,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Griffith,Griffith,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Hay Shire,Hay,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Hilltops,Hilltops,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Junee Shire,Junee,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Leeton,Leeton,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Lockhart Shire,Lockhart,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Narrandera,Narrandera,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Snowy Valleys Shire,Snowy Valleys,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Temora,Temora,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Upper Lachlan Shire,Upper Lachlan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1001,2021-22,Weddin,Weddin,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
996,2021-22,Lithgow,Lithgow,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
993,2021-22,Northern Beaches,Northern Beaches,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
992,2021-22,Forbes,Forbes,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
992,2021-22,Upper Lachlan Shire,Upper Lachlan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
989,2021-22,Narrabri,Narrabri,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Balranald,Balranald,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Bathurst,Bathurst Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Bega Valley,Bega Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Berrigan,Berrigan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Bland,Bland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Blayney,Blayney,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Blue Mountains,Blue Mountains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Bogan,Bogan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Bourke,Bourke,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Brewarrina,Brewarrina,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Broken Hill,Broken Hill,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Cabonne,Cabonne,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Central Darling,Central Darling,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Cobar,Cobar,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Coonamble,Coonamble,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Cootamundra-Gundagai,Cootamundra-Gundagai Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Cowra,Cowra,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Dubbo,Dubbo Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Eurobodalla,Eurobodalla,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Federation,Federation,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Forbes,Forbes,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Gilgandra,Gilgandra,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Glen Innes Severn,Glen Innes Severn,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Goulburn-Mulwaree,Goulburn Mulwaree,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Greater Hume,Greater Hume,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Gunnedah,Gunnedah,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Gwydir,Gwydir,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Hilltops,Hilltops,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Inverell,Inverell,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Kyogle,Kyogle,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Lachlan Shire,Lachlan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Lismore,Lismore,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Lithgow,Lithgow,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Liverpool Plains,Liverpool Plains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Lockhart,Lockhart,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Mid-Western,Mid-Western Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Moree Plains,Moree Plains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Muswellbrook,Muswellbrook,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Narrabri,Narrabri,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Narromine,Narromine,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Oberon,Oberon,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Orange,Orange,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Parkes,Parkes,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Port Macquarie Hastings,Port Macquarie-Hastings,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Queanbeyan-Palerang,Queanbeyan-Palerang Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Richmond Valley,Richmond Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Shoalhaven,Shoalhaven,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Singleton,Singleton,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Snowy Monaro,Snowy Monaro Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Snowy Valleys,Snowy Valleys,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Tamworth,Tamworth Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Tenterfield,Tenterfield,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Upper Hunter,Upper Hunter,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Upper Lachlan,Upper Lachlan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Walcha,Walcha,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Walgett,Walgett,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Warren,Warren,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Warrumbungle,Warrumbungle,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Weddin,Weddin,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Wentworth,Wentworth,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Yass Valley,Yass Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
987,2021-22,Unincorporated Area of NSW,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,True,
982,2021-22,Wollondilly,Wollondilly,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
981,2021-22,Oberon,Oberon,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
980,2021-22,Coffs Harbour,Coffs Harbour,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
979,2021-22,Armidale,Armidale Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
975,2021-22,Glen Innes Severn,Glen Innes Severn,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
975,2021-22,Inverell,Inverell,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1066,2022-23,Upper Lachlan,Upper Lachlan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1066,2022-23,Yass Valley,Yass Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1065,2022-23,Cootamundra-Gundagai,Cootamundra-Gundagai Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1057,2022-23,Cootamundra-Gundagai,Cootamundra-Gundagai Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1057,2022-23,Hilltops,Hilltops,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1056,2022-23,Cobar,Cobar,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1056,2022-23,Upper Lachlan,Upper Lachlan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1055,2022-23,Blayney,Blayney,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1055,2022-23,Cabonne,Cabonne,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1055,2022-23,Cowra,Cowra,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1055,2022-23,Liverpool Plains,Liverpool Plains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1055,2022-23,Upper Hunter,Upper Hunter,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1054,2022-23,Gwydir Shire,Gwydir,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1054,2022-23,Moree Plains,Moree Plains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1054,2022-23,Narrabri Shire,Narrabri,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1053,2022-23,Gwydir Shire,Gwydir,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1053,2022-23,Narrabri Shire,Narrabri,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Bathurst,Bathurst Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Blayney,Blayney,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Bogan,Bogan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Brewarrina,Brewarrina,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Cabonne,Cabonne,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Coonamble,Coonamble,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Cowra,Cowra,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Dubbo Regional,Dubbo Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Mid-Western,Mid-Western Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Upper Hunter,Upper Hunter,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Walgett,Walgett,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1052,2022-23,Warren,Warren,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1049,2022-23,Dubbo,Dubbo Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1049,2022-23,Wollongong,Wollongong,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1047,2022-23,Port Macquarie Hastings,Port Macquarie-Hastings,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Albury,Albury,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Balranald,Balranald,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Bathurst,Bathurst Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Bega Valley,Bega Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Berrigan,Berrigan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Bland,Bland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Blayney,Blayney,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Bogan,Bogan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Bourke,Bourke,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Brewarrina,Brewarrina,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Cabonne,Cabonne,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Carrathool,Carrathool,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Central Coast,Central Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Central Darling,Central Darling,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Cobar,Cobar,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Coolamon,Coolamon,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Coonamble,Coonamble,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Cootamundra-Gundagai,Cootamundra-Gundagai Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
1034,2022-23,Cowra,Cowra,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,False,
